child,parent,description
N_7740,N_774,Leasing of intellectual property and similar products; except copyrighted works
N_78,N,Employment activities
N_781,N_78,Activities of employment placement agencies
N_7810,N_781,Activities of employment placement agencies
N_782,N_78,Temporary employment agency activities
N_7820,N_782,Temporary employment agency activities
N_783,N_78,Other human resources provision
N_7830,N_783,Other human resources provision
N_79,N,Travel agency; tour operator; reservation service and related activities
N_791,N_79,Travel agency and tour operator activities
N_7911,N_791,Travel agency activities
N_7912,N_791,Tour operator activities
N_799,N_79,Other reservation service and related activities
N_7990,N_799,Other reservation service and related activities
N_80,N,Security and investigation activities
N_801,N_80,Private security activities
N_8010,N_801,Private security activities
N_802,N_80,Security systems service activities
N_8020,N_802,Security systems service activities
N_803,N_80,Investigation activities
N_8030,N_803,Investigation activities
N_81,N,Services to buildings and landscape activities
N_811,N_81,Combined facilities support activities
N_8110,N_811,Combined facilities support activities
N_812,N_81,Cleaning activities
N_8121,N_812,General cleaning of buildings
N_8129,N_812,Other building and industrial cleaning activities
N_813,N_81,Landscape care and maintenance service activities
N_8130,N_813,Landscape care and maintenance service activities
N_82,N,Office administrative; office support and other business support activities
N_821,N_82,Office administrative and support activities
N_8211,N_821,Combined office administrative service activities
N_8219,N_821,Photocopying; document preparation and other specialized office support activities
N_822,N_82,Activities of call centres
N_8220,N_822,Activities of call centres
N_823,N_82,Organization of conventions and trade shows
N_8230,N_823,Organization of conventions and trade shows
N_829,N_82,Business support service activities n.e.c.
N_8291,N_829,Activities of collection agencies and credit bureaus
N_8292,N_829,Packaging activities
N_8299,N_829,Other business support service activities n.e.c.
O,root,Public administration and defence; compulsory social security
O_84,O,Public administration and defence; compulsory social security
O_841,O_84,Administration of the State and the economic and social policy of the community
O_8411,O_841,General public administration activities
O_8412,O_841,Regulation of the activities of providing health care; education; cultural services and other social services; excluding social security
O_8413,O_841,Regulation of and contribution to more efficient operation of businesses
O_842,O_84,Provision of services to the community as a whole
O_8421,O_842,Foreign affairs
O_8422,O_842,Defence activities
O_8423,O_842,Public order and safety activities
O_843,O_84,Compulsory social security activities
O_8430,O_843,Compulsory social security activities
P,root,Education
P_85,P,Education
P_851,P_85,Pre-primary and primary education
P_8510,P_851,Pre-primary and primary education
P_852,P_85,Secondary education
P_8521,P_852,General secondary education
P_8522,P_852,Technical and vocational secondary education
P_853,P_85,Higher education
P_8530,P_853,Higher education
P_854,P_85,Other education
P_8541,P_854,Sports and recreation education
P_8542,P_854,Cultural education
P_8549,P_854,Other education n.e.c.
P_855,P_85,Educational support activities
P_8550,P_855,Educational support activities
Q,root,Human health and social work activities
Q_86,Q,Human health activities
Q_861,Q_86,Hospital activities
Q_8610,Q_861,Hospital activities
Q_862,Q_86,Medical and dental practice activities
Q_8620,Q_862,Medical and dental practice activities
Q_869,Q_86,Other human health activities
Q_8690,Q_869,Other human health activities
Q_87,Q,Residential care activities
Q_871,Q_87,Residential nursing care facilities
Q_8710,Q_871,Residential nursing care facilities
Q_872,Q_87,Residential care activities for mental retardation; mental health and substance abuse
Q_8720,Q_872,Residential care activities for mental retardation; mental health and substance abuse
Q_873,Q_87,Residential care activities for the elderly and disabled
Q_8730,Q_873,Residential care activities for the elderly and disabled
Q_879,Q_87,Other residential care activities
Q_8790,Q_879,Other residential care activities
Q_88,Q,Social work activities without accommodation
Q_881,Q_88,Social work activities without accommodation for the elderly and disabled
Q_8810,Q_881,Social work activities without accommodation for the elderly and disabled
Q_889,Q_88,Other social work activities without accommodation
Q_8890,Q_889,Other social work activities without accommodation
R,root,Arts; entertainment and recreation
R_90,R,Creative; arts and entertainment activities
R_900,R_90,Creative; arts and entertainment activities
R_9000,R_900,Creative; arts and entertainment activities
R_91,R,Libraries; archives; museums and other cultural activities
R_910,R_91,Libraries; archives; museums and other cultural activities
R_9101,R_910,Library and archives activities
R_9102,R_910,Museums activities and operation of historical sites and buildings
R_9103,R_910,Botanical and zoological gardens and nature reserves activities
R_92,R,Gambling and betting activities
R_920,R_92,Gambling and betting activities
R_9200,R_920,Gambling and betting activities
R_93,R,Sports activities and amusement and recreation activities
R_931,R_93,Sports activities
R_9311,R_931,Operation of sports facilities
R_9312,R_931,Activities of sports clubs
R_9319,R_931,Other sports activities
R_932,R_93,Other amusement and recreation activities
R_9321,R_932,Activities of amusement parks and theme parks
R_9329,R_932,Other amusement and recreation activities n.e.c.
S,root,Other service activities
S_94,S,Activities of membership organizations
S_941,S_94,Activities of business; employers and professional membership organizations
S_9411,S_941,Activities of business and employers membership organizations
S_9412,S_941,Activities of professional membership organizations
S_942,S_94,Activities of trade unions
S_9420,S_942,Activities of trade unions
S_949,S_94,Activities of other membership organizations
S_9491,S_949,Activities of religious organizations
S_9492,S_949,Activities of political organizations
S_9499,S_949,Activities of other membership organizations n.e.c.
S_95,S,Repair of computers and personal and household goods
S_951,S_95,Repair of computers and communication equipment
S_9511,S_951,Repair of computers and peripheral equipment
S_9512,S_951,Repair of communication equipment
S_952,S_95,Repair of personal and household goods
S_9521,S_952,Repair of consumer electronics
S_9522,S_952,Repair of household appliances and home and garden equipment
S_9523,S_952,Repair of footwear and leather goods
S_9524,S_952,Repair of furniture and home furnishings
S_9529,S_952,Repair of other personal and household goods
S_96,S,Other personal service activities
S_960,S_96,Other personal service activities
S_9601,S_960,Washing and (dry-) cleaning of textile and fur products
S_9602,S_960,Hairdressing and other beauty treatment
S_9603,S_960,Funeral and related activities
S_9609,S_960,Other personal service activities n.e.c.
T,root,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
T_97,T,Activities of households as employers of domestic personnel
T_970,T_97,Activities of households as employers of domestic personnel
T_9700,T_970,Activities of households as employers of domestic personnel
T_98,T,Undifferentiated goods- and services-producing activities of private households for own use
T_981,T_98,Undifferentiated goods-producing activities of private households for own use
T_9810,T_981,Undifferentiated goods-producing activities of private households for own use
T_982,T_98,Undifferentiated service-producing activities of private households for own use
T_9820,T_982,Undifferentiated service-producing activities of private households for own use
U,root,Activities of extraterritorial organizations and bodies
U_99,U,Activities of extraterritorial organizations and bodies
U_990,U_99,Activities of extraterritorial organizations and bodies
U_9900,U_990,Activities of extraterritorial organizations and bodies
