CallNumber,Author,Title,ISBN,PubName,PubYear
E 449 Wol,"Wolf, H. .",On freedom's altar : the martyr omplex in the abolition movement /,,U of Wisonsin P,1952
E 449 Wya,"Wyatt-Brown, Bertram, 1932-",Yankee saints and Southern sinners /,9780807112441;0807112445,Louisiana State UP,1985
E 449 Yee,"Yee, Shirley J.","Blak women abolitionists : a study in ativism, 1828-1860 /",9780870497360;0870497367,U of Tennessee P,1992
E 449.768 Den,"D'Entremont, John, 1950-","Southern emanipator : Monure onway, the Amerian years, 1832-1865 /",9780195042641;0195042646,OUP,1987
E 449.D75 Bli,"Blight, David W.",Frederik Douglass' ivil War : keeping faith in jubilee /,9780807114636;0807114634,Louisiana State UP,1989
E 449.D75 ri,,ritial essays on Frederik Douglass /,9780816173013;081617301X,GK Hall,1991
E 449.D75 MYE,"Myers, Peter .",Frederik Douglass : rae and the rebirth of Amerian liberalism /,0700615725;9780700615728,University Press of Kansas,2008
E 449.D75 Ma,"MFeely, William S.",Frederik Douglass /,9780393028232;0393028232,WWNorton,1991
E 449.D75 ZIM,"Zimmerman, Dwight Jon.","The hammer and the anvil : Frederik Douglass, Abraham Linoln, and the end of slavery in Ameria /",0809053586;9780809053582,Hill and Wang,2012
E 449.F557 Wis,"Wish, H.","George Fitzhugh, propagandist of the Old South /",,Peter Smith,1962
E 449.G25 MAY,"Mayer, Henry, 1941-2000.",All on fire : William Lloyd Garrison and the abolition of slavery /,0393332365;9780393332360;9780312187408;0312187408;9780312253677;0312253672,W W Norton,2008
E 449.R94 HOD,"Hodges, Graham Russell, 1946-",David Ruggles : a radial blak abolitionist and the Underground Railroad in New York ity /,0807833266;9780807833261;0807872644;9780807872642,University of North arolina Press,2010
E 45 al,"alloway, olin G. 1953- (olin Gordon),","New worlds for all : Indians, Europeans and the remaking of early Ameria /",9780801854484;0801854482;9780801859595;080185959X,Johns Hopkins UP,1997
E 450 BOR,"Bordewih, Fergus M. author.","Bound for anaan : the epi story of the underground railroad, Ameria's first ivil rights movement /",9780060524319;0060524316,Amistad,"2,002"
E 450 Bro,"Brown, William Wells.",The travels of William Wells Brown /,9780748603084;0748603085,Edinburgh UP,1991
E 450 am,"ampbell, Stanley W.","The slave athers : enforement of the fugitive slave law, 1850-1860 /",9780807811412;0807811416,U of North arolina P,1970
E 450 of,"offin, Levi, 1798-1877","Reminisenes of Levi offin, the reputed president of the underground railroad /",,AMS P,1971
E 450 Dre,"Drew, B.","A north-side view of slavery : the refugee, or the narratives of fugitive slaves in anada... with an aount of the history and ondition of the olored population of upper anada /",,Johnson,1968
E 450 FEH,"Fehrenbaher, Don E. 1920-1997 author. (Don Edward),",The Dred Sott ase : its signifiane in Amerian law and politis /,9780195024036;0195024036;9780195145885;0195145887,Oxford University Press,2001
E 450 FIN,"Finkelman, Paul, 1949-",Dred Sott v. Sandford : a brief history with douments /,9780312128074;031212807X;9780312115944;0312115946,Bedford Books,1997
E 450 FIN,"Finkelman, Paul, 1949- author.",Dred Sott v. Sandford : a brief history with douments /,9781319048983;1319048986,Bedford/St Martin's,2017
E 450 Gar,"Gara, L.",The liberty line : the legend of the underground railroad /,,U of Kentuky P,1961
E 450 Kut,"Kutler, S. I.",The Dred Sott deision : law or politis  /,,Houghton Mifflin,1967
E 450 MA,"Maskill, Barbara author.","Love, liberation, and esaping slavery : William and Ellen raft in ultural memory /",9780820338026;0820338028;9780820347240;0820347248,University of Georgia Press,2015
E 450 Min,"ollison, Gary.",Shadrah Minkins : from fugitive slave to itizen /,9780674802995;0674802993,Harvard UP,1997
E 450 PYB,"Pybus, assandra.",Epi journeys of freedom : runaway slaves of the Amerian Revolution and their global quest for liberty /,9780807055144;080705514X;0807055158;9780807055151,Beaon Press,2006
E 450 STI,"Still, William, 1821-1902.","The underground railroad : a reord of fats, authenti narratives, letters, &., narrating the hardships, hair-breadth esapes, and death struggles of the slaves in their efforts for freedom, as related by themselves and others or witnessed by the author : together with skethes of some of the largest stokholders and most liberal aiders and advisers of the road.",1406824283;9781406824285,The Eho Library,2007
E 450 STI,"Still, William, 1821-1902.",The underground railroad.,1406824291;9781406824292,The Eho Library,2006
E 450 So,"Hopkins, V. .",Dred Sott's ase /,,Atheneum,1967
E 450 WEI,"Weisenburger, Steven.",Modern Medea : a family story of slavery and hild-murder from the Old South /,9780809069538;0809069539;9780809069545;0809069547,Hill and Wang,1998
E 450.N225 HR,"hristianson, Sott.",Freeing harles : the struggle to free a slave on the eve of the ivil War /,0252034392;9780252034398;0252076885;9780252076886,University of Illinois Press,2010
E 451 Bro,"Ruhames, L.","A John Brown reader : the story of John Brown in his own words, in the words of those who knew him, and in the poetry and prose of the literary heritage /",,Abelard-Shuman,1959
E 451 AR,"arton, Evan.",Patrioti treason : John Brown and the soul of Ameria /,0803219466;9780803219465,University of Nebraska Press,2009
E 451 Dub,"Du Bois, W. E. B. 1868-1963. (William Edward Burghardt),",John Brown /,,International Publishers,1962
E 451 GIL,"Gilpin, R. Blakeslee.","John Brown still lives! : Ameria's long rekoning with violene, equality, & hange /",0807835013;9780807835012,University of North arolina Press,2011
E 451 HIS,,His soul goes marhing on : responses to John Brown and the Harpers Ferry raid /,9780813915364;0813915368;9780813915371;0813915376,University Press of Virginia,1995
E 451 HOR,"Horwitz, Tony, 1958-2019.",Midnight rising : John Brown and the raid that sparked the ivil War /,0312429266;9780312429263,Melia distributor; Piador,2012
E 451 MA,"MGlone, Robert E.",John Brown's war against slavery /,0521514436;9780521514439,ambridge University Press,2009
E 451 Oat,"Oates, S. B.",To purge this land with blood : a biography of John Brown /,9780061316555;0061316555,Harper,1972
E 451 Par,"Parker, John P.","His promised land : the autobiography of John P. Parker, former slave and ondutor on the underground railroad /",9780393039412;0393039412,Norton,1996
E 451 Qua,"Quarles, B.",Allies for freedom : blaks and John Brown /,9780195017700;0195017706,OUP,1974
E 451 Qua,"Quarles, B.",Blaks on John Brown /,9780252002458;0252002458,U of Illinois P,1972
E 451 Ru,"Ruhames, L.",John Brown : the making of a revolutionary : the story of John Brown in his own words and in the words of those who knew him /,,Grosset,1969
E 451 TRI,,The tribunal : responses to John Brown and the Harpers Ferry Raid /,0674048857;9780674048850,Belknap Press of Harvard University Press,2012
E 453 ANB,"Anbinder, Tyler.",Nativism and slavery : the northern know nothings and the politis of the 1850s /,0195089227;9780195089226;9780195072334;0195072332,Oxford University Press,1992
E 453 Ber,"Berry, Mary Franes.",Military neessity and ivil rights poliy : blak itizenship and the onstitution /,9780804691666;0804691665,Kennikat P,1977
E 453 LA,"lavin, Matthew J.",Toussaint Louverture and the Amerian ivil War : the promise and peril of a seond Haitian revolution /,081224205X;9780812242058,University of Pennsylvania Press,2010
E 453 Dum,"Dumond, D. L.",Antislavery origins of the ivil War in the United States /,,U of Mihigan P,1959
E 453 Dur,"Durden, Robert Franklin.",The Gray and the Blak : the onfederate debate on emanipation /,9780783784533;0783784538,UMI,1998
E 453 Eat,"Eaton, J.","Grant, Linoln and the freedman : reminisenes of the ivil War, with speial referene to the work for the ontrabands and freedmen of the Mississippi Valley /",,Longmans,1907
E 453 FOL,"Follett, Rihard J., 1968-",Slavery's ghost : the problem of freedom in the age of emanipation /,1421402351;9781421402352;142140236X;9781421402369,Johns Hopkins University Press,2011
E 453 Fra,"Franklin, John Hope, 1915-",The emanipation prolamation /,,Edinburgh University Press,1963
E 453 Fre,,"Freedom : a doumentary history of emanipation, 1861-1867 /",9780521229791;0521229790,UP,1985
E 453 Ger,"Gerteis, L. S.","From ontraband to freedman : federal poliy toward Southern Blaks, 1861-1865 /",,Greenwood P,1973
E 453 KER,"Kerr-Rithie, Jeffrey R.","Freedpeople in the tobao South : Virginia, 1860-1900 /",9780807824603;0807824607;9780807847633;0807847631,University of North arolina Press,1999
E 453 MAG,"Magness, Phillip W.",olonization after Emanipation : Linoln and the movement for blak resettlement /,9780826219091(hbk.);0826219098;9780826219091,University of Missouri Press,2011
E 453 MAS,"Masur, Louis P., author.",Linoln's hundred days : the Emanipation Prolamation and the war for the union /,0674066901;9780674066908,The Belknap Press of Harvard University Press,2012
E 453 MP,"MPherson, James M.",The negro's ivil War : how Amerian negroes felt and ated during the war for the Union /,,Pantheon Books,1965
E 453 MP,"MPherson, James M.",The struggle for equality /,,Prineton UP,1964
E 453 PER,"Perman, Mihael.",Emanipation and reonstrution /,9780882959955;0882959956,Harlan Davidson,2003
E 453 ROB,"Robinson, Armstead L.","Bitter fruits of bondage : the demise of slavery and the ollapse of the onfederay, 1861-1865 /",9780813923093;0813923093,University of Virginia Press,2005
E 453 RUG,"Rugemer, Edward Bartlett, 1971-",The problem of emanipation : the aribbean roots of the Amerian ivil War /,0807133388;9780807133385;0807135593;9780807135594,Louisiana State University Press,2008
E 453 Roz,"Rozwen, E. .",Slavery as a ause of the ivil War /,,Heath,1949
E 453 Voe,"Voegeli, V. J.",Free but not equal : the Midwest and the Negro during the ivil War /,,U of hiago P,1967
E 456 Bri,"Bridges, H.",ivil War and reonstrution /,,Servie enter for Teahers of History,1957
E 456 AM,"ampbell, Dunan A., 1968-",English publi opinion and the Amerian ivil War /,9780861932634;0861932633,Royal Historial Soiety,2003
E 456 Gar,"Garfinkle, N.",Linoln and the oming of the ivil War /,,Heath,1959
E 456 MA,"Mlintok, Russell.",Linoln and the deision for war : the northern response to seession /,0807831883;9780807831885,University of North arolina Press,2008
E 456 Mit,"Mitgang, H.",Linoln as they saw him /,,Rinehart,1956
E 456 RE,,Reonfiguring the Union : ivil War transformations /,9781137336477;1137336471,Palgrave Mamillan,2013
E 456 Ran,"Randall, J. G. 1881-1953 (James Garfield),",The ivil War and reonstrution /,,Heath,1969
E 456 Van,"Vandiver, F. E.",Essays on the Amerian ivil War /,,U of Texas P,1968
E 457,"Monaghan, Jay, 1891-1980.","Linoln bibliography, 1839-1939 /",,Illinois State Historial Library,1943
E 457,"Monaghan, Jay, 1891-1980.","Linoln bibliography, 1839-1939 /",,Illinois State Historial Library,1945
E 457 Abr,,"Abraham Linoln, 12 February 1809-15 April 1865 : interpretations on the one hundred and fiftieth anniversary of his birth.",,US Information Servie,1959
E 457 And,"Anderson, D. D.",Abraham Linoln /,,Twayne,1970
E 457 Ang,"Angle, Paul M. 1900-1975. (Paul Mlelland),",reated equal The omplete Linoln-Douglas debates of 1858 /,,U of hiago P,1958
E 457 Ang,"Angle, Paul M. 1900-1975. (Paul Mlelland),",The Linoln reader /,,Rutgers UP,1947
E 457 BUR,"Burlingame, Mihael, 1941-",Abraham Linoln : a life.,0801889936;9780801889936,Johns Hopkins University Press,2008
E 457 Bar,"Baringer, W. E.",A house dividing : Linoln as president elet /,,Abraham Linoln Assoiation,1945
E 457 Bev,"Beveridge, Albert J. 1862-1927. (Albert Jeremiah),","Abraham Linoln, 1809-1858 /",,Gollanz,1928
E 457 Bin,Binns 1873- Henry Bryan,The life of Abraham Linoln /,,Dent,1927
E 457 Bro,"Brogan, D. W. 1900-1974. (Denis William),",Abraham Linoln /,,Dukworth,1935
E 457 AR,"arwardine, Rihard.",Linoln /,0582032792;9780582032798,Longman,2003
E 457 AR,"arwardine, Rihard.",Linoln : a life of purpose and power /,9781400044566;1400044561,Alfred A Knopf,2006
E 457 ur,"urrent, Rihard Nelson.",The Linoln Nobody Knows /,,MGraw-Hill,1958
E 457 DIR,"Dirk, Brian R., 1965-",Linoln the lawyer /,0252031814;9780252031816;0252076141;9780252076145,University of Illinois Press,2007
E 457 DON,"Donald, David Herbert, 1920-2009, author.",Linoln /,0684808463;9780684808468;068482535X;9780684825359,Simon & Shuster,1995
E 457 Don,"Donald, David Herbert, 1920-",Linoln reonsidered : essays on the ivil War era /,,Knopf,1966
E 457 Don,"Donald, David Herbert, 1920-2009.",Linoln reonsidered : essays on the ivil War era /,9780375725326;0375725326,Vintage Books,2001
E 457 Eis,"Eisenshiml, O.",Why was Linoln murdered /,,Faber,1937
E 457 Feh,"Fehrenbaher, Don E. 1920-1997. (Don Edward),",Prelude to greatness : Linoln in the 1850s /,,Stanford UP,1962
E 457 Feh,"Fehrenbaher, Don E. 1920-1997. (Don Edward),",The hanging image of Linoln in Amerian historiography /,,OUP,1968
E 457 Feh,"Fehrenbaher, Don E. 1920-1997. (Don Edward),",The leadership of Abraham Linoln /,,Wiley,1970
E 457 GIE,"Gienapp, William E.",Abraham Linoln and ivil War Ameria : a biography /,9780195150995;0195150996;9780195151008;0195151003,Oxford University Press,2002
E 457 Gra,"Graebner, Norman A.",The enduring Linoln /,,U of Illinois P,1959
E 457 HER,,"Herndon's informants : letters, interviews, and statements about Abraham Linoln /",9780252023286;0252023285,University of Illinois Press,1998
E 457 HER,"Herndon, William Henry, 1818-1891.",Herndon's Linoln /,9780252030727;0252030729,University of Illinois Press; Knox ollege Linoln Studies enter,2006
E 457 Han,"Handlin, Osar, 1915-",Abraham Linoln and the Union /,9780316343145;0316343145,Little Brown,1980
E 457 Her,"Herndon, William Henry, 1818-1891.",Herndon's life of Linoln : the history and personal reolletions of Abraham Linoln as originally written by William H. Herndon and Jesse W. Weik /,,World Publishing o,1965
E 457 Hes,"Hesseltine, William B. 1902-1963. (William Best),",Linoln and the war governors /,,Knopf,1948
E 457 LIN,,"Linoln, the war president : the Gettysburg letures /",9780195078916;0195078918;9780195089110;0195089111,Oxford University Press,1992
E 457 Lin,"Linoln, Abraham, 1809-1865.",olleted works /,,Rutgers UP,1953
E 457 Lin,"Linoln, Abraham, 1809-1865.",olleted works : index /,,Rutgers UP,1955
E 457 Lin,"Linoln, Abraham, 1809-1865.","olleted works : supplement, 1832-1865 /",,Greenwood P,1974
E 457 Lin,"Linoln, Abraham, 1809-1865.","Speehes and letters, 1832-1865 /",,Dent,1957
E 457 Lin,"Linoln, Abraham, 1809-1865.","The living Linoln : the man, his mind, his times, and the war he fought, reonstruted from his own writings /",,Rutgers UP,1955
E 457 Lin,"Linoln, Abraham, 1809-1865.","The politial debates between Abraham Linoln and Stephen A. Douglas in the senatorial ompaign of 1858 in Illinois, together with ertain preeding speehes of eah at hiago, Springfield,. /",,Putnam,1912
E 457 Lud,"Ludwig, Emil, 1881-1948.",Linoln /,,Putnam,1930
E 457 MA,"MPherson, James M.",Abraham Linoln /,0195374525;9780195374520,Oxford University Press,2009
E 457 Mor,"Morris, Jan, 1926-2020.",Linoln : a foreigner's quest /,9780670881284;0670881287,Viking,1999
E 457 Nee,"Neely, Mark E., Jr.",The Abraham Linoln enylopedia /,9780306802096;0306802090,Da apo,1982
E 457 Nee,"Neely, Mark E., Jr.",The last best hope of Earth : Abraham Linoln and the promise of Ameria /,9780674511262;0674511263,Harvard University Press,1995
E 457 Nev,"Nevins, Allan, 1890-1971.",Linoln : a ontemporary portrait /,,Doubleday,1962
E 457 Nev,"Nevins, Allan, 1890-1971.",Linoln and the Gettysburg address : ommemorative papers /,,U of Illinois P,1964
E 457 OUR,,Our Linoln : new perspetives on Linoln and his world /,0393067564;9780393067569;0393337057;9780393337051,W W Norton,2008
E 457 Oat,"Oates, S. B.",With malie toward none : the life of Abraham Linoln /,9780049730106;004973010X,Allen & Unwin,1978
E 457 Oat,"Oates, Stephen B.",Abraham Linoln : the man behind the myths /,9780452007345;0452007348,New Amerian Library,1985
E 457 PAL,"Paludan, Phillip Shaw, 1938-2007.",The presideny of Abraham Linoln /,9780700606719;0700606718;9780700607457;0700607455,University Press of Kansas,1994
E 457 Plo,"Plowden, David.","Linoln and his Ameria, 1809-1865, with the words of Abraham Linoln /",,Thames,1970
E 457 Qua,"Quarles, B.",Linoln and the negro /,,OUP,1962
E 457 Ran,"Randall, J. G. 1881-1953 (James Garfield),",Linoln the President /,,Eyre,1947
E 457 Ran,"Randall, J. G. 1881-1953 (James Garfield),",Linoln the President /,,Eyre,1952
E 457 Ran,"Randall, J. G. 1881-1953 (James Garfield),",Linoln the President /,,Eyre,1955
E 457 Ran,"Randall, J. G. 1881-1953 (James Garfield),",Linoln the liberal statesman /,,Dodd,1947
E 457 SAN,"Sandburg, arl, 1878-1967.",Abraham Linoln : the prairie years and the war years /,,Harourt,1954
E 457 SAN,"Sandburg, arl, 1878-1967.",Abraham Linoln : the prairie years and the war years /,9780151006403;0151006407,Harourt Brae Jovanovih In,1970
E 457 Seg,"Segal, harles M.",onversations with Linoln /,,Putnam,1961
E 457 Ser,,"Sermons preahed in Boston on the death of Abraham Linoln, together with the funeral servies in the east room of the exeutive mansion at Washington.",,Tilton,1865
E 457 Str,"Strozier, harles B.",Linoln's quest for union : publi and private meanings /,9780465041190;0465041191,Basi Books,1982
E 457 Tar,"Tarbell, Ida M. 1857-1944. (Ida Minerva),",The life of Abraham Linoln /,,Mlure,1900
E 457 Tho,"Thomas, B. P.",Abraham Linoln : a biography /,,Eyre,1953
E 457 Tho,"Thomas, B. P.",Portrait for posterity : Linoln and his biographers /,,Rutgers UP,1947
E 457 WHI,"White, Ronald . 1939- (Ronald edri),",A. Linoln : a biography /,1400064996;9781400064991,Random House,2009
E 457 Whe,"Wheare, K. . 1907-1979. (Kenneth linton),",Abraham Linoln and the United States /,,Hodder,1948
E 457 Wil,"Williams, T. Harry 1909-1979. (Thomas Harry),",Linoln and his generals /,,Knopf,1952
E 457 Wil,"Williams, T. Harry 1909-1979. (Thomas Harry),",Linoln and the radials /,,U of Wisonsin P,1941
E 457 Wri,"Wright, J. S.",Linoln and the politis of slavery /,,U of Nevada P,1970
E 457.2 BAR,"Barr, John MKee, 1962- author.",Loathing Linoln ; an Amerian tradition from the ivil War to the present /,9780807153833;0807153834,Louisiana State University Press,2014
E 457.2 BEN,"Bennett, Lerone, Jr., 1928-2018.",Fored into glory : Abraham Linoln's white dream /,9780874850857;0874850851;9780874850024;0874850029,Johnson Pub o,2000
E 457.2 OX,"ox, LaWanda . Fenlason.",Linoln and Blak freedom : a study in presidential leadership /,9780872499973;0872499979,University of South arolina Press,1994
E 457.2 RO,"rofts, Daniel W., author.",Linoln and the politis of slavery : the other Thirteenth Amendment and the struggle to save the union /,1469627310;9781469627311,The University of North arolina Press,2016
E 457.2 DIR,"Dirk, Brian R., 1965-",Abraham Linoln and white Ameria /,0700618279;9780700618279,University Press of Kansas,2012
E 457.2 ES,"Esott, Paul D., 1947-","What shall we do with the Negro : Linoln, white raism, and ivil War Ameria /",0813927862;9780813927862,Eurospan distributor; University of Virginia Press,2009
E 457.2 FER,"Ferguson, Andrew, 1956-",Land of Linoln : adventures in Abe's Ameria /,080214361X;9780802143617,Grove Press,2008
E 457.2 FON,"Foner, Eri.",The fiery trial : Abraham Linoln and Amerian slavery /,0393066185;9780393066180,WW Norton,2010
E 457.2 FOX,"Fox, Rihard Wightman, 1945- author.",Linoln's body : a ultural history /,9780393352634;0393352633,WW Norton & ompany,2016
E 457.2 GUE,"Guelzo, Allen .",Abraham Linoln : redeemer president /,9780802842930;0802842933,Roundhouse distributor; Eerdmans,2003
E 457.2 LIN,,Linoln's prolamation : emanipation reonsidered /,0807833169;9780807833162,University of North arolina Press,2009
E 457.2 MA,"MPherson, James M.",Abraham Linoln and the seond Amerian Revolution /,0195076060;9780195076066;9780195055429;019505542X,Oxford University Press,1990
E 457.2 MA,"MPherson, James M.",Tried by war : Abraham Linoln as ommander in hief /,1594201919;9781594201912;0143116142;9780143116141,Penguin Press,2008
E 457.2 Nee,"Neely, Mark E., Jr.",The fate of liberty : Abraham Linoln and ivil liberties /,9780195064964;0195064968,OUP,1991
E 457.2 Pet,"Peterson, Merrill Daniel.",Linoln in Amerian memory /,9780195065701;0195065700,OUP,1994
E 457.2 SH,"Shwartz, Barry, 1938-",Abraham Linoln and the forge of national memory /,9780226741987;0226741982;9780226741970;0226741974,University of hiago Press,2000
E 457.2 SH,"Shwartz, Barry, 1938-",Abraham Linoln in the post-heroi era : history and memory in late twentieth-entury Ameria /,0226741885;9780226741888,University of hiago Press,2008
E 457.2 SIM,"Simon, John Y.","The Union forever : Linoln, Grant, and the ivil War /",0813134447;9780813134444,University Press of Kentuky,2012
E 457.2 WOR,"Work, David.",Linoln's politial generals /,0252034457;9780252034459,ombined Aademi distributor; University of Illinois Press,2009
E 457.3 HAR,"Harris, William . 1933- (William harles),",Linoln's rise to the presideny /,0700615202;9780700615209,University Press of Kansas,2007
E 457.3 Sha,"Shaw, A.",Abraham Linoln /,,Review of Reviews o,1930
E 457.4 HOL,"Holzer, Harold.",Linoln president-elet : Abraham Linoln and the great seession winter 1860-1861 /,0743289471;9780743289474;074328948X;9780743289481,Simon & Shuster,2008
E 457.4 LIN,"Linoln, Abraham, 1809-1865.",The Linoln-Douglas Debates of 1858 /,0195339428;9780195339420,Oxford University Press,2008
E 457.4 LIN,"Linoln, Abraham, 1809-1865.","The Linoln-Douglas debates : the first omplete, unexpurgated text /",9780823223428;0823223426,Fordham University Press,2004
E 457.4 Zar,"Zarefsky, David.","Linoln, Douglas and slavery : in the ruible of publi debate /",9780226978765;0226978761,U of hiago P,1993
E 457.45 VON,"James, Rawn, author.","Root and branh : harles Hamilton Houston, Thurgood Marshall, and the struggle to end segregation /",1608193896;9781608193899,Bloomsbury,2013
E 457.45 VON,"Von Drehle, David, 1961-",Rise to greatness : Abraham Linoln and Ameria's most perilous year /,1250037808;9781250037800,Piador USA,2013
E 457.5 Bor,"Borreson, R.",When Linoln died /,,Appleton-entury,1965
E 457.5 ot,"ottrell, J.",Anatomy of an assassination /,,Muller,1966
E 457.5 KAU,"Kauffman, Mihael W.",Amerian Brutus : John Wilkes Booth and the Linoln onspiraies /,9780375759741;0375759743,Random House,2004
E 457.52 HOD,"Hodes, Martha, 1958- author.",Mourning Linoln /,030019580X;9780300195804;030021975X;9780300219753,Yale University Press,2015
E 457.65 Hol,"Holzer, Harold.",The Linoln image : Abraham Linoln and the popular print /,9780684180724;0684180723,Sribner,1984
E 457.8 Abr,,Abraham Linoln and the Amerian politial tradition /,9780870235122;0870235125,U of Massahusetts P,1986
E 457.8 AR,,The global Linoln /,019537911X;9780195379112,Oxford University Press,2011
E 457.8 Feh,"Fehrenbaher, Don E. 1920-1997. (Don Edward),",Linoln in text and ontext : olleted essays /,9780804713290;0804713294,Stanford UP,1987
E 457.8 LEO,"Leonard, Elizabeth D.","Linoln's avengers : justie, revenge and reunion after the ivil War /",0393326772;9780393326772,W W Norton,2005
E 457.8 MG,"MGinty, Brian.",John Brown's trial /,0674035178;9780674035171,Harvard University Press,2009
E 457.8 Oat,"Oates, S. B.","Our fiery trial : Abraham Linoln, John Brown, and the ivil War era /",9780870232619;0870232614,U of Massahusetts P,1979
E 457.8 Ran,"Randall, J. G. 1881-1953 (James Garfield),",Linoln and the South /,9780313228438;0313228434,Greenwood P,1980
E 457.92 Bas,"Linoln, Abraham, 1809-1865.",Abraham Linoln : his Speehes and Writings /,,World Pub,1946
E 457.92 ur,"urrent, Rihard Nelson.",The politial thought of Abraham Linoln /,,Bobbs-Merrill,1967
E 457.92 Feh,"Linoln, Abraham, 1809-1865.",Abraham Linoln : a doumentary portrait through his speehes and writings /,9780804709422;0804709424,Stanford UP,1977
E 457.92 Par,"Linoln, Abraham, 1809-1865.",Speehes and letters /,9780460871464;0460871463,Dent,1993
E 457.962,,The Linoln mailbag : Ameria writes to the President 1861-1865 /,9780809320721;080932072X,Southern Illinois UP,1998
E 458 AYE,"Ayers, Edward L., 1953-",What aused the ivil War : refletions on the South and Southern history /,9780393059472;0393059472;9780393328530;0393328538,Norton,2005
E 458 ol,"ollins, B.",The Origins of Ameria's ivil War /,9780713163377;0713163372,Edward Arnold,1981
E 458 Dus,"Dusinberre, W.","ivil War issues in Philadelphia, 1856-1865 /",,U of Pennsylvania P,1965
E 458 Fre,"Freidel, Frank, 1916-1993.","Union pamphlets of the ivil war, 1861-1865 /",,Belknap P,1967
E 458 Ful,"Fuller, H.","North and South, by the White Republian /",,hapman,1863
E 458 Gra,"Gray, W.",The hidden ivil War : the story of the opperheads /,,Viking P,1964
E 458 Ows,"Owsley, Frank Lawrene.",State rights in the onfederay /,9780844613376;0844613371,Peter Smith,1961
E 458 Pol,,The politis of dissolution : the quest for a national identity and the Amerian ivil War /,9781560003496;1560003499,Transation,1998
E 458 ROD,"Rodrigue, John . author.",Linoln and Reonstrution /,0809332531;9780809332533,Southern Illinois University Press,2013
E 458 Smi,"overley-Smith, Elsie.",The borderland in the ivil War /,,Mamillan,1927
E 458 Sta,"Stampp, K. M.",The imperiled Union : essays on the bakground of the ivil War /,9780195026818;0195026810,OUP,1980
E 458 Sta,"Stampp, Kenneth M. (Kenneth Milton)",The auses of the ivil War /,9780131212022;0131212028,Prentie Hall,1974
E 458 Sta,"Stampp, Kenneth M. (Kenneth Milton)",The auses of the ivil War /,9780671751555;0671751557,Simon & Shuster,1992
E 458 Uni,United States. ongress. Senate.,Message of the President... to the two houses of ongress.,,GPO,1861
E 458 Uni,United States. ongress. Senate.,Message of the President... to the two houses of ongress.,,GPO,1862
E 458 Zor,"Zornow, W. F.",Linoln and the party divided /,,U of Oklahoma P,1954
E 458.4 WHI,"White, Jonathan W., 1979- author.","Emanipation, the Union army, and the reeletion of Abraham Linoln /",0807154571;9780807154571,Louisiana State University Press,2014
E 458.8 BLA,"Blair, William Alan, author.",With malie toward some : treason and loyalty in the ivil War era /,9781469614052;1469614057,The University of North arolina Press,2014
E 458.8 KEE,"Keehn, David .","Knights of the Golden irle : seret empire, southern seession, ivil War /",0807150045;9780807150047,Louisiana State University Press,2013
E 459 Bel,"Belz, Herman",Reonstruting the Union : theory and poliy during the ivil War /,,ornell UP,1969
E 459 Bog,"Bogue, A. G.",The Earnest Men : Republians of the ivil War Senate /,9780801413575;0801413575,ornell UP,1981
E 459 Bro,"Brok, William Ranulf.",The ivil War /,,Harper and Row,1969
E 459 OO,"ook, Robert J., 1958- author.",Seession winter : when the Union fell apart. /,1421408953;9781421408958;1421408961;9781421408965,Johns Hopkins University Press,2013
E 459 on,"onway, A. A.",The auses of the Amerian ivil War : an historial perspetive /,,Historial Assoiation,1961
E 459 ro,"rofts, Daniel W.",Relutant onfederates : upper South unionists in the seession risis /,9780807818091;0807818097,U of North arolina P,1989
E 459 ur,"urry, Leonard P.",Blueprint for modern Ameria : nonmilitary legislation of the first ivil War ongress /,,Vanderbilt UP,1968
E 459 DEW,"Dew, harles B. author.",Apostles of disunion : Southern seession ommissioners and the auses of the ivil War /,9780813921044;081392104X,Eurospan distributor; University Press of Virginia,2002
E 459 FLE,"Flehe, Andre M.",The revolution of 1861 : the Amerian ivil War in the age of nationalist onflit /,0807835234;9780807835234,Eurospan distributor; University of North arolina Press,2012
E 459 FLE,"Fleming, Thomas J.",A disease in the publi mind : a new understanding of why we fought the ivil War /,0306821265;9780306821264,Da apo Press a member of the Perseus Books Group,2013
E 459 Fon,"Foner, Eri.",Politis and ideology in the age of the ivil War /,9780195027815;0195027817;9780195029260;0195029267,Oxford University Press,1980
E 459 HAR,"Harris, William . 1933- (William harles),",Linoln and the Border States : preserving the Union /,070061804X;9780700618040,University Press of Kansas,2011
E 459 HOL,"Hollandsworth, James G., Jr., 1944-2010.",The Louisiana Native Guards : the Blak military experiene during the ivil War /,9780807119396;0807119393;9780807123362;0807123366,Louisiana State University Press,1995
E 459 JAF,"Jaffa, H. V.",risis of the house divided : an interpretation of the issues in the Linoln-Douglas debates /,,Doubleday,1959
E 459 Kno,"Knoles, G. H.","The risis of the Union, 1860-1861 /",,Louisiana State UP,1965
E 459 LEV,"Levine, Brue ., 1949-",Half slave and half free : the roots of ivil War /,9780374523091;0374523096,Hill and Wang,1992
E 459 LEV,"Levine, Brue ., 1949- author.",Half slave and half free : the roots of ivil War /,9780809053537;0809053535,Hill and Wang,2005
E 459 Log,"Logan, J. A.",The Great onspiray : its origin and history /,,Hart,1886
E 459 MA,"MPherson, James M.","What they fought for, 1861-1865 /",9780385476348;0385476345,Anhor,1995
