CallNumber,Author,Title,ISBN,PubName,PubYear
E 173 Roo,,"Roots of Ameria : an anthology of douments relating to Amerian history in the West Sussex Reord Offie, hihester, England /",9780900801389;0900801387,West Sussex ounty ounil,1976
E 173 Smi,"Smith, William Raymond.",History as argument : three patriot historians of the Amerian Revolution /,,Mouton,1966
E 173 Ste,"Stephens, W. B.",Soures for U.S. history : nineteenth-entury ommunities /,9780521353151;0521353157,UP,1991
E 173 Uni,United States. ongress.,"Abridgement of the Debates of ongress, from 1789 to 1856 /",,Appleton,1857
E 173 Uni,United States. ongress.,"Abridgement of the Debates of ongress, from 1789 to 1856 /",,Appleton,1858
E 173 Uni,United States. ongress.,"Abridgement of the Debates of ongress, from 1789 to 1856 /",,Appleton,1859
E 173 Uni,United States. ongress.,"Abridgement of the Debates of ongress, from 1789 to 1856 /",,Appleton,1860
E 173 Uni,United States. ongress.,"Abridgement of the Debates of ongress, from 1789 to 1856 /",,Appleton,1861
E 173 VOI,,Voies of freedom : a doumentary history.,9780393614503;0393614506,WW Norton & ompany,2017
E 174 oo,"ook, hris, 1945-","The Longman handbook of modern Amerian history, 1763-1996 /",9780582084896;058208489X,Longman,1997
E 174 Di,,Ditionary of Amerian history : supplement /,9780684195797;0684195798,Sribner,1996
E 174 Di,,Ditionary of Amerian history.,9780684138565;0684138565,Sribner,1976
E 174 Joh,"Johnson, Thomas Herbert.",The Oxford ompanion to Amerian history /,,OUP,1966
E 174 OXF,,The Oxford ompanion to United States history /,9780195082098;0195082095,Oxford University Press,2001
E 174 PUR,"Purvis, Thomas L., 1949-",A ditionary of Amerian history /,9781577180999;1577180992,Blakwell,1997
E 174 Rea,,The reader's ompanion to Amerian history /,9780395513729;0395513723,Houghton Mifflin,1991
E 174.5 Alm,,The almana of Amerian history /,9780399128530;0399128530,Putnam,1984
E 174.5 En,,Enylopedia of Amerian history /,,Harper,1970
E 174.5 En,,Enylopedia of Amerian history /,9780060130817;0060130814,Harper,1976
E 174.5 Web,,"Webster's guide to Amerian history : a hronologial, geographial, and biographial survey and ompendium /",9780877790815;0877790817,Merriam,1971
E 174.8 Hes,"Hess, S.",The ungentlemanly art : a history of Amerian politial artoons /,,Mamillan,1975
E 175 APP,"Appleby, Joye, 1929-2016 author.",Telling the truth about history /,0393036154;9780393036152;0393312860;9780393312867,Norton,1994
E 175 Ada,"Adams, H. B.",The life and writings of Jared Sparks : omprising seletions from his journals and orrespondene /,,Houghton Mifflin,1893
E 175 Ada,"Adams, Henry, 1838-1918.",The degradation of the demorati dogma /,,Mamillan,1919
E 175 Ada,"Adams, Herbert Baxter.",Seminary notes on reent historial literature /,,Johns Hopkins P,1890
E 175 Ada,"Beringause, Arthur F., 1919-",Brooks Adams : a biography /,,Alfred A Knopf,1955
E 175 Ada,"Jordy, W. H.",Henry Adams : sientifi historian /,,Yale UP,1952
E 175 Ada,"Nevins, Allan, 1890-1971.","James Truslow Adams, historian of the Amerian dream /",,U of Illinois P,1968
E 175 Ada,"Stevenson, E.",Henry Adams : a biography /,,Mamillan,1955
E 175 Ame,,Amerian history - British historians : a ross ultural approah to the Amerian experiene /,9780882292809;0882292803,Nelson-Hall,1976
E 175 BE,"Wilkins, Burleigh Taylor.",arl Beker : a biographial study in Amerian intelletual history /,,MIT P and Harvard University Press,1961
E 175 Ban,"Banner, James M., Jr., 1935-",Understanding the Amerian experiene : reent interpretations /,,Harourt Brae Jovanovih,1973
E 175 Ban,"Howe, M. A. De Wolfe 1864-1960. (Mark Antony De Wolfe),",The life and letters of George Banroft /,,Sribner's,1908
E 175 Ban,"Nye, Russel B. 1913- (Russel Blaine),","George Banroft, Brahmin rebel /",,Knopf,1945
E 175 Bea,"Berg, Elias",The historial thinking of harles A. Beard /,,Almquist,1957
E 175 Bel,"Bellot, H. H.",Amerian History and Amerian Historians : a Review of reent ontributions to the Interpretation of the History of the United States /,,Athlone,1952
E 175 Bil,"Billias, George Athan, 1919-2018.",Amerian history : retrospet and prospet /,,Free P,1971
E 175 Bor,"Borden, M.",Speulations on Amerian history /,9780669004885;066900488X,Heath,1977
E 175 Bre,"Breisah, Ernst.",Amerian progressive history : an experiment in modernization /,9780226072777;0226072770,U of hiago P,1993
E 175 HA,,The hallenge of Amerian history /,9780801862229;0801862221,Johns Hopkins University Press,1999
E 175 UN,,Pastmasters : some essays on Amerian historians /,9780061317460;0061317462,Harper & Row,1969
E 175 al,"allott, George H., 1929-","History in the United States, 1800-1860 : its pratie and purpose /",,Johns Hopkins P,1970
E 175 ol,"olbourn, H. T.",The lamp of experiene : Whig history and the intelletual origins of the Amerian Revolution /,,U of North arolina P,1965
E 175 om,"ommager, Henry Steele, 1902-",The searh for a usable past and other essays in historiography /,,Knopf,1967
E 175 om,ommittee on National Bias in Anglo-Amerian History Textbooks.,The historian's ontribution to Anglo-Amerian misunderstanding /,,Routledge,1966
E 175 oo,"oolidge, H. J.",Arhibald ary oolidge : life and letters /,,Houghton Mifflin,1932
E 175 ra,"raven, W. F.",The legend of the founding fathers /,,ornell UP,1965
E 175 ur,"urti, Merle 1897-1996. (Merle Eugene),",Human nature in Amerian historial thought /,9780826279156;0826279155,U of Missouri P,1968
E 175 DES,"Des Jardins, Julie.","Women and the historial enterprise in Ameria : gender, rae, and the politis of memory, 1880-1945 /",9780807827963;0807827967;9780807854754;0807854751,University of North arolina Press,2003
E 175 DUN,"Dunbar-Ortiz, Roxanne, 1938- author.","Not ""a nation of immigrants"" : settler olonialism, white supremay, and a history of erasure and exlusion /",0807036293;9780807036297,Beaon Press,2021
E 175 Dav,"Davidson, James West.",After the fat : the art of historial detetion /,9780070156098;0070156093,MGraw Hill,1992
E 175 Dav,"Davidson, James West.",After the fat : the art of historial detetion /,9780072294262;0072294264;9780072294279;0072294272;9780072294286;0072294280,MGraw-Hill,2000
E 175 Dav,"Davidson, James West.",After the fat : the art of historial detetion /,9780394354750;0394354753,Knopf,1986
E 175 Don,"Donovan, T. P.",Henry Adams and Brooks Adams : the eduation of two Amerian historians /,,U of Oklahoma P,1961
E 175 Ess,,Essays in Amerian historiography : papers presented in honor of Allan Nevins /,,olumbia UP,1960
E 175 FIT,"Fitzpatrik, Ellen F. (Ellen Franes)","History's memory : writing Ameria's past, 1880-1980 /",9780674007314;067400731X,Harvard University Press,2002
E 175 Gat,"Gatell, Frank Otto.",Amerian themes : essays in historiography /,,OUP,1968
E 175 Gay,"Gay, Peter, 1923-",A loss of mastery : Puritan historians in olonial Ameria /,,U of alifornia P,1966
E 175 Gro,"Grob, Gerald N., 1931-2015.",Interpretations of Amerian history : patterns and perspetives /,,Free P,1967
E 175 HAR,"Harlan, David (David raig)",The degradation of Amerian history /,9780226316161;0226316165;9780226316178;0226316173,University of hiago Press,1997
E 175 Han,"Handlin, Osar, 1915-",The Amerian people : a new history /,,Huthinson,1963
E 175 Has,"Haskell, Thomas L., 1939-",Objetivity is not neutrality : explanatory shemes in history /,9780801856815;0801856817,Johns Hopkins UP,1998
E 175 Hay,"Hays, Samuel Pfrimmer.",Amerian politial history as soial analysis /,9780870492761;0870492764,U of Tennessee P,1980
E 175 Hig,"Higham, J.",History /,,Prentie-Hall,1965
E 175 Hig,"Higham, J.",The Reonstrution of Amerian History /,,Huthinson,1963
E 175 Hig,"Higham, John.",Writing Amerian history : essays on modern sholarship /,9780253197009;0253197007,Indiana UP,1970
E 175 Hof,"Hofstadter, Rihard, 1916-1970.","The progressive historians : Turner, Beard, Parrington /",,ape,1969
E 175 Hof,"Hofstadter, Rihard, 1916-1970.",The struture of Amerian history /,,Prentie-Hall,1964
E 175 Ja,"Jaobs, W. R.","Turner, Bolton and Webb : three historians of the Amerian frontier /",,U of Washington P,1965
E 175 Jam,"Jameson, J. Franklin 1859-1937. (John Franklin),",The history of historial writing in Ameria /,,Antiquarian P,1961
E 175 Jer,"Jernegan, M. W.",The Marus W. Jernegan essays in Amerian historiography /,,Russell & Russell,1958
E 175 Kam,"Kammen, Mihael G.",Selvages and biases : the fabri of history in Amerian ulture /,9780801419249;0801419247,ornell UP,1987
E 175 Kra,"Kraus, M.",The writing of Amerian history /,,U of Oklahoma P,1953
E 175 Lev,"Levin, David, 1924-1998.","History as romanti art : Banroft, Presott, Motley and Parkman /",,Harourt,1963
E 175 Lyn,"Lynn, Kenneth Shuyler.",The air-line to Seattle : studies in literary and historial writing about Ameria /,9780226498324;0226498328,U of hiago P,1983
E 175 MA,"MDermott, John Franis, 1902-",Researh opportunities in Amerian ultural history /,,U of Kentuky P,1961
E 175 MAN,"Mangione, Jerre, 1909-1998.","The dream and the deal : the federal writers' projet, 1935-1943 /",9780316545006;0316545007,Little Brown,1972
E 175 MEM,,Memory and Amerian history /,9780253359407;0253359406;9780253205704;0253205700,Indiana University Press,1990
E 175 Mal,"Malin, J. .",Essays on historiography /,,James  Malin,1953
E 175 Mor,"Morton, M. J.",The terrors of ideologial politis : Liberal historians in a onservative mood /,,Press of ase Western Reserve University,1972
E 175 New,,The new Amerian history /,9780877226987;0877226989,Temple UP,1990
E 175 Nob,"Noble, D. W.",Historians against history : the frontier thesis and the national ovenant in Amerian historial writing sine 1830 /,,U of Minnesota P,1965
E 175 Nob,"Noble, David W.","The end of Amerian history : demoray, apitalism, and the metaphor of two worlds in Anglo-Amerian historial writing, 1880-1980 /",9780816614165;0816614164,U of Minnesota P,1985
E 175 Par,"Doughty, H.",Franis Parkman /,,Mamillan,1962
E 175 Par,"Farnham, . H.",A life of Franis Parkman /,,Little,1900
E 175 Par,"Parkman, Franis, 1823-1893.",Letters of Franis Parkman /,,U of Oklahoma P,1960
E 175 Par,"Parkman, Franis, 1823-1893.",The journals of Franis Parkman.2v /,,Eyre,1949
E 175 Pol,"Pole, J. R.",Paths to the Amerian past /,9780195025798;0195025792,OUP,1979
E 175 Pom,"Pomfret, J. E.",The reinterpretation of early Amerian history : essays in honor of John Edwin Pomfret /,,The Huntington Library,1966
E 175 Pot,"Potter, D. M.",History and Amerian soiety : essays /,,OUP,1963
E 175 Pre,"Gardiner, . Harvey (linton Harvey)",William Hikling Presott : a biography /,,U of Texas P,1969
E 175 Run,"Rundell, W.",In pursuit of Amerian history : researh and training in the United States /,,U of Oklahoma P,1970
E 175 Sav,"Saveth, E. N.",Amerian historians and European immigrants 1875-1925 /,,olumbia UP,1948
E 175 Sav,"Saveth, E. N.",Amerian history and the soial sienes /,,Free P of Glenoe,1964
E 175 Sh,"Shlesinger, Arthur M. 1888-1965. (Arthur Meier),",In retrospet : the history of a historian /,,Harourt,1963
E 175 Sko,"Skotheim, Robert Allen",Amerian intelletual histories and historians /,,Prineton UP,1966
E 175 Sou,,Soures for Amerian studies /,9780313225550;0313225559,Greenwood P,1983
E 175 Sta,,The state of Amerian history /,,Quadrangle Books,1970
E 175 Ste,"Sternsher, B.","onsensus, onflit and Amerian historians /",9780253314109;0253314100,Indiana UP,1975
E 175 Str,"Strout, .",The pragmati revolt in Amerian history : arl Beker and harles Beard /,,Yale UP,1958
E 175 Swi,"Swierenga, R. P.","Quantifiation in Amerian history, theory and researh /",,Atheneum,1970
E 175 Tur,"Turner, F. J.",Frederik Jakson Turner's legay : unpublished writings in Amerian history /,,The Huntington Library,1965
E 175 Wil,"Williams, William Appleman.",The ontours of Amerian history /,,ape,1961
E 175 Wis,"Wise, G.",Amerian historial explanations : a strategy for grounded inquiry /,,Dorsey P,1973
E 175 Wis,"Wish, H.",The Amerian historian : a soial-intelletual history of the writing of the Amerian past /,,OUP,1960
E 175 Woo,"Woodward, . Vann 1908-1999. (omer Vann),",The future of the past /,9780195057447;0195057449,OUP,1989
E 175.45 Eps,"Epstein, atherine.",A past renewed : a atalog of German-speaking refugee historians in the United States after 1933 /,9780521440639;0521440637,UP,1993
E 175.45 His,,Historians of the Amerian frontier : a bio-bibliographial sourebook /,9780313248993;0313248990,Greenwood P,1988
E 175.5 FEL,"Fellman, Mihael.",Views from the dark side of Amerian history /,0807139025;9780807139028,Louisiana State University Press,2011
E 175.5 Fra,"Franklin, John Hope, 1915-","Rae and history : seleted essays, 1938-1988 /",9780807115473;0807115479,Louisiana State UP,1989
E 175.5 P23,"Pease, O. A.",Parkman's history : the historian as a literary artist /,,Arhon Books,1968
E 175.5 ZIN,"Zinn, Howard, 1922-2010.",You an't be neutral on a moving train : a personal history of our times /,9780807071274;0807071277,Beaon Press,2002
E 175.5.A17 De,"Deker, William Merrill.",The literary voation of Henry Adams /,9780807818749;0807818747,U of North arolina P,1990
E 175.5.A1744,"Adams, Henry, 1838-1918.",Letters to a niee /,,onstable,1920
E 175.5.A1773 Mur,"Murray, J. G.",Henry Adams /,,Twayne,1974
E 175.5.A2 BYR,"Byrnes, Joseph F.",The Virgin of hartres : an intelletual and psyhologial history of the work of Henry Adams /,9780838623695;0838623697,Fairleigh Dikinson UP,1981
E 175.5.A2 DUS,"Dusinberre, W.",Henry Adams : the myth of failure /,9780813908335;0813908337,UP of Virginia,1980
E 175.5.A2 HO,"Hohfield, G.",Henry Adams : an introdution and interpretation /,,Holt,1962
E 175.5.A2 HUM,"Hume, R. A.",Runaway star : an appreiation of Henry Adams /,,ornell UP,1951
E 175.5.A2 LEV,"Levenson, J. .",The mind and art of Henry Adams /,,Houghton Mifflin,1957
E 175.5.A2 LYO,"Lyon, M.",Symbol and idea in Henry Adams /,9780803207295;0803207298,U of Nebraska P,1970
E 175.5.A2 SAM,"Samuels, E.",Henry Adams : the major phase /,,Belknap P,1964
E 175.5.A2 SAM,"Samuels, E.",Henry Adams : the middle years /,,Belknap P,1958
E 175.5.A2 WAG,"Wagner, V.",The suspension of Henry Adams : a study of manner and matter /,,Wayne State UP,1969
E 175.5.A33 ADA,"Adams, Henry, 1838-1918, author.",Henry Adams and his friends : a olletion of his unpublished letters /,,Houghton Mifflin ompany,1947
E 175.5.A33 ADA,"Adams, Henry, 1838-1918.",Letters of Henry Adams.,,Houghton Mifflin,1930
E 175.5.A33 ADA,"Adams, Henry, 1838-1918.",Letters of Henry Adams.,,Houghton Mifflin,1938
E 175.5.A33 ADA,"Adams, Henry, 1838-1918.",The letters of Henry Adams /,9780674526853;0674526856,Belknap P,1983
E 175.5.A33 ADA,"Adams, Henry, 1838-1918.",The letters of Henry Adams.,,Belknap P,1988
E 175.5.A33 ADA,"Adams, Henry, 1838-1918.",The letters of Henry Adams.,9780674526853;0674526856,Belknap P,1982
E 175.5.A33 ADA,"Adams, Henry, 1838-1918.",The letters of Henry Adams.,9780674526853;0674526856,Belknap P,1983
E 175.5.A33 ADA,"Adams, Henry, 1838-1918.",The seleted letters /,,Farrar,1951
E 175.5.B1916 AN,"anary, Robert H.","George Banroft,",9780805700343;080570034X,Twayne Publishers,1974
E 175.5.B38 Nor,"Nore, Ellen.",harles A. Beard : an intelletual biography /,9780809310784;0809310783,Southern Illinois UP,1983
E 175.5.B385 Ken,"Kennedy, T. .",harles A. Beard and Amerian Foreign Poliy /,9780813003542;0813003547,UP of Florida,1975
E 175.5.B4 Bro,"Brown, R. E.",arl Beker on history and the Amerian revolution /,,The Spartan P,1970
E 175.5.D763 Hes,"Hesseltine, William B. 1902-1963. (William Best),",Pioneer's mission : the story of Lyman opeland Draper /,9780837128818;0837128811,Greenwood P,1970
E 175.5.L47 LER,"Lerner, Gerda, 1920-",Fireweed : a politial autobiography /,9781566398893;1566398894,Temple University Press,2002
E 175.5.P23 GAL,"Gale, Robert L., 1919-",Franis Parkman /,,Twayne,1973
E 175.5.P23 Ja,"Jaobs, Wilbur Ripley.","Franis Parkman, historian as hero : the formative years /",9780292724679;0292724675,U of Texas P,1991
E 175.5.P3 FLO,"Flower, M. E.",James Parton : the father of modern biography /,,Duke UP,1951
E 175.5.T83 Ben,"Bennett, James D.",Frederik Jakson Turner /,,Twayne,1975
E 175.5.T83 Bil,"Billington, Ray Allen, 1903-","Frederik Jakson Turner : historian, sholar, teaher /",,OUP,1973
E 175.5.W5 A3,"Woodward, . Vann 1908-1999. (omer Vann),",Thinking bak : the perils of writing history /,0807113042;9780807113042;0807113778;9780807113776,Louisiana State University Press,1986
E 175.5.W5 va,,. Vann Woodward : a southern historian and his ritis /,9780820318776;0820318779,U of Georgia P,1997
E 175.5.W5 ROP,"Roper, John Herbert.",". Vann Woodward, southerner /",9780820309330;0820309338,U of Georgia P,1987
E 175.5.W65 Gog,"Goggin, Jaqueline.",arter G. Woodson : a life in blak history /,9780807117934;0807117935,Louisiana State UP,1993
E 175.5.W66 WOO,"Woodward, . Vann 1908-1999. (omer Vann),",The letters of . Vann Woodward /,0300185340;9780300185348,Yale University Press,2013
E 175.7 ROS,"Rosenzweig, Roy.",The presene of the past : popular uses of history in Amerian life /,9780231111485;0231111487,olumbia University Press,1998
E 175.8 Ame,,Amerian studies : topis and soures /,9780837185590;0837185599,Greenwood P,1976
E 175.8 EPS,"Epstein, Terrie, author.","Interpreting national history : rae, identity, and pedagogy in lassrooms and ommunities /",9780415960830;0415960835;9780415960847;0415960843,Routledge,2009
E 175.8 Int,,Introdution to Amerian studies /,9780582307384;0582307384,Longman,1998
E 175.8 POS,,Post-nationalist Amerian studies /,9780520224384;0520224388;9780520224391;0520224396,University of alifornia Press,2000
E 175.8 PRE,,Presenting the past : essays on history and the publi /,9780877224068;0877224064;9780877224136;0877224137,Temple University Press,1986
E 175.8 Tat,"Tate, . F.",The searh for a method in Amerian studies /,,U of Minnesota P,1973
E 175.85 Fit,"Fitzgerald, F.",Ameria Revised : History Shoolbooks in the Twentieth entury /,9780394744391;039474439X,Vintage,1980
E 175.9 OB,"obb, William W.",The Amerian foundation myth in Vietnam : reigning paradigms and raining bombs /,9780761812081;0761812083;9780761812098;0761812091,University Press of Ameria,1998
E 175.9 DIG,"Diggins, John Patrik.",On hallowed ground : Abraham Linoln and the foundations of Amerian history /,9780300082371;0300082371,Yale University Press,2000
E 175.9 HUG,"Hughes, Rihard T. 1943- (Rihard Thomas),",Myths Ameria lives by /,9780252072208;0252072200,University of Illinois Press,2004
E 175.9 LEP,"Lepore, Jill, 1966-",The whites of their eyes : the Tea Party's revolution and the battle over Amerian history /,0691150273;9780691150277;0691153000;9780691153001,Prineton University Press,2010
E 175.9 MER,"Meringolo, Denise D., 1968-","Museums, monuments, and national parks : toward a new genealogy of publi history /",1558499407;9781558499409;1558499393;9781558499393,University of Massahusetts Press,2012
E 175.9 SH,"Shlesinger, Arthur M., Jr. 1917-2007. (Arthur Meier),",The yles of Amerian history /,9780233980522;0233980520,Andre Deutsh,1987
E 175.9 Wil,"Williams, William Appleman.",Ameria onfronts a Revolutionary World : 1776-1976 /,,Morrow,1976
E 176 Ame,,The Amerian radial /,9780415908047;0415908043,Routledge,1994
E 176 Bra,"Bradford, Gamaliel, 1863-1932.",Damaged souls /,,Houghton Mifflin,1923
E 176 ox,"ox, Elizabeth M.","Women state and territorial legislators, 1895-1995 : a state-by-state analysis, with rosters of 6,000 women /",9780786400782;0786400781,MFarland,1996
E 176 Fis,"Fishwik, M. W.",Amerian studies in transition /,,U of Pennsylvania P,1964
E 176 Her,"Herring, J.",The national portrait gallery of distinguished Amerians /,,Arno P and the New York Times,1970
E 176 Ken,"Kennedy, John F. 1917-1963. (John Fitzgerald),",Profiles in ourage /,,Hamilton,1960
E 176 Men,,"Men, women, and issues in Amerian history /",9780256016864;0256016860,Dorsey P,1975
E 176 Men,,"Men, women, and issues in Amerian history /",9780256016871;0256016879,Dorsey P,1975
E 176 Nat,National Portrait Gallery (Washington). Historian's Offie.,"""If eleted...."" : unsuessful andidates for the Presideny 1796-1968.",,Smithsonian Institution P for the Gallery,1972
E 176 Ska,"Skard, S.","The Amerian Myth and the European Mind : Amerian Studies in Europe, 1776-1960 /",,Pennsylvania UP,1961
E 176 TER,"Terkel, Studs, 1912-",Hope dies last : making a differene in an indifferent world /,9781862077058;1862077053,Granta,2004
E 176.1 BAL,"Balmer, Randall Herbert.",God in the White House : a history : how faith shaped the presideny from John F. Kennedy to George W. Bush /,0060734051;9780060734053;0060872586;9780060872588,HarperOne,2008
E 176.1 Bai,"Bailey, Thomas Andrew, 1902-",Presidential Saints and Sinners /,9780029013304;0029013305,Free P,1981
E 176.1 Bai,"Bailey, Thomas Andrew, 1902-",The Pugnaious Presidents : White House Warriors on Parade /,9780029012208;0029012201,Free P,1980
E 176.1 Bea,"Beard, harles A. 1874-1948. (harles Austin),",The presidents of Amerian history /,,Messner,1969
E 176.1 Bol,"Boller, P. F.",Presidential Anedotes /,9780195029154;0195029151,OUP,1981
E 176.1 am,"ampbell, Karlyn Kohrs.",Deeds done in words : presidential rhetori and the genres of governane /,9780226092416;0226092410,U of hiago P,1990
E 176.1 oo,"ooper, John Milton.",The warrior and the priest : Woodrow Wilson and Theodore Roosevelt /,9780674947504;0674947509,Belknap P,1983
E 176.1 un,"unningham, Noble E.",Popular images of the Presideny : from Washington to Linoln /,9780826207821;0826207820,U of Missouri P,1991
E 176.1 Dun,"Dunn, harles W.",The sarlet thread of sandal : morality and the Amerian presideny /,9780847696062;0847696065,Rowman & Littlefield,2000
E 176.1 Ess,,Essays in presidential rhetori /,9780840342416;0840342411,Kendall/Hunt,1987
E 176.1 GRA,"Graubard, Stephen Rihards.","ommand of offie : how war, serey, and deeption transformed the presideny from Theodore Roosevelt to George W. Bush /",0465027571;9780465027576;046502758X;9780465027583,Basi Books,2004
E 176.1 GRE,"Greenstein, Fred I. author.",Presidents and the dissolution of the Union : leadership style from Polk to Linoln /,0691151997;9780691151991,Prineton University Press,2013
E 176.1 Kan,"Kane, Joseph Nathan.",Fats about the presidents : a ompilation of biographial and historial information /,9780824208455;0824208455,HW Wilson,1993
E 176.1 Kuk,"Kuklik, Brue.",The good ruler : from Herbert Hoover to Rihard Nixon /,9780813512822;0813512824,Rutgers UP,1988
E 176.1 Lea,,Leadership in the modern presideny /,9780674518544;0674518543;9780674518551;0674518551,Harvard UP,1988
E 176.1 Mel,"Melder, Keith E.",Hail to the andidate : presidential ampaigns fron banners to broadasts /,9781560981787;1560981784,Smithsonian Institution P,1992
E 176.1 PRE,,The presideny A to Z /,0872893677;9780872893672,Q Press,2008
E 176.1 PRE,,The presideny A-Z /,9781579581237;1579581234,Fitzroy Dearborn,1998
E 176.1 Pes,"Pessen, Edward, 1920-",The log abin myth : the soial bakgrounds of the presidents /,9780300031669;0300031661,Yale UP,1984
E 176.1 ROB,"Roberts, Robert North.","Enylopedia of presidential ampaigns, slogans, issues, and platforms /",9780313319730;0313319731,Greenwood Press,2004
E 176.1 Res,,Responses of the Presidents to harges of misondut /,,Dell Book,1974
E 176.1 Ri,"Riards, Mihael P.",The feroious engine of demoray : a history of the Amerian presideny /,9781568330419;1568330413,Madison Books,1995
E 176.1 Ri,"Riards, Mihael P.",The feroious engine of demoray : a history of the Amerian presideny /,9781568330426;1568330421,Madison Books,1995
E 176.1 SHO,"Shogan, Robert.","The double-edged sword : how harater makes and ruins presidents, from Washington to linton /",0813367778;9780813367774,Westview Press,2000
E 176.1 SPA,,Speaking to the people : the rhetorial presideny in historial perspetive /,9781558491588;1558491589;9781558491595;1558491597,University of Massahusetts Press,1998
E 176.1 TO,,To the best of my ability : the Amerian presidents /,9780789450739;0789450739,Dorling Kindersley,2000
E 176.1 Wil,"Williams, William Appleman.",Some presidents : Wilson to Nixon /,,New York Review Books,1972
E 176.2 Bol,"Boller, Paul F.",Presidential wives : an anedotal history /,9780195037630;0195037634,OUP,1988
E 176.2 Ros,"Rosebush, James S.","First lady, publi wife : a behind-the-senes history of the evolving role of First Ladies in Amerian politial life /",9780819164971;0819164976,Madison Books,1987
E 176.2 WAT,"Watson, Robert P., 1962-",The presidents' wives : reassessing the offie of first lady /,9781555879488;1555879489,Lynne Rienner,2000
E 177 AME,,Amerian statesmen.,,Houghton Mifflin,1899
E 177 AME,,Amerian statesmen.,,Houghton Mifflin,1900
E 177 Aga,"Agar, Herbert, 1897-1980.",The Amerian presidents from Washington to Harding : a study in demoray /,,Eyre,1936
E 177 Ame,,The Amerian Heritage pitorial history of the Presidents of the United States.,,Amerian Heritage,1968
E 177 Bow,"Bowers, laude Gernade.","Making demoray a reality : Jefferson, Jakson and Polk /",,Memphis State ollege P,1954
E 177 Bro,"Brooks, Van Wyk, 1886-1963.","Fenollosa and his irle, with other essays in biography /",,Dutton,1962
E 177 la,"larke, J. W.",Amerian Assassins : the Darker Side of Politis /,9780691076379;0691076375,Prineton UP,1982
E 177 Di,,Ditionary of Amerian portraits /,,Dover,1967
E 177 Don,"Donovan, R. J.",The assassins /,,Elek,1956
E 177 Hes,"Hess, S.","Ameria's politial dynasties, from Adams to Kennedy /",,Doubleday,1966
E 177 Hol,"Holbrook, S. H.",Little Annie Oakley and other rugged people /,,Mamillan,1948
E 177 Ina,,Inaugural addresses of the Presidents of the United States from George Washington 1789 to Lyndon Baines Johnson 1965.,,USGPO,1965
E 177 Isr,"Israel, F. L.",The state of the Union messages of the Presidents 1790-1966 /,,helsea House,1966
E 177 Kro,"Krok, A.",Memoirs : intimate reolletions of twelve Amerian presidents from Theodore Roosevelt to Rihard Nixon /,,assell,1970
E 177 Mad,"Madison, . A.",ritis and rusaders : a entury of Amerian protest /,,Ungar,1959
E 177 Pea,"Pearson, Hesketh, 1887-1964.",The pilgrim daughters /,,Heinemann,1961
E 177 Ri,"Rihardson, James D. 1843-1914. (James Daniel),",A ompilation of the messages and papers of the Presidents.. /,,Bureau of National Literature and Art,1905
E 177 Ri,"Rihardson, James D. 1843-1914. (James Daniel),",A ompilation of the messages and papers of the Presidents.. /,,Bureau of National Literature and Art,1907
E 177 Rou,"Rourke, . M.",Trumpets of Jubilee /,,Harourt,1927
E 177 Rou,"Rourke, . M.","Trumpets of Jubilee : Henry Ward Beeher, Harriet Beeher Stowe, Lyman Beeher, Horae Greeley, P.T. Barnum /",,Harourt,1963
E 177 Thr,,"Three Presidents and their books : the reading of Jefferson by Arthur Bestor, Linoln by David . Mearns, F.D. Roosevelt by Jonathan Daniels.",,U of Illinois P,1963
E 177 Uni,United States. ongress. House.,Messages and douments.,,,1850
E 177 Uni,United States. ongress. House.,Messages and douments.,,,1853
E 177 Uni,United States. ongress. House.,Messages and douments.,,,1855
E 177 Uni,United States. ongress. House.,Messages and douments.,,,1856
E 177 Uni,United States. ongress. House.,Messages and douments.,,,1858
E 177 We,"Weter, Dixon, 1906-1950.",The hero in Ameria : a hronile of hero-worship /,,U of Mihigan P,1963
E 178,"Banroft, George, 1800-1891.",History of the United States of Ameria /,,Appleton,1892
E 178,"Banroft, George, 1800-1891.",History of the United States of Ameria /,,Appleton,1893
E 178,"Banroft, George, 1800-1891.",History of the United States of Ameria /,,Appleton,1895
E 178 AME,,Amerian history : a survey.,007312494X;9780073124940;0073125040;9780073125046,MGraw-Hill,2007
E 178 AME,"Brinkley, Alan.",Amerian history : a survey.,0073033928;9780073033921,MGraw-Hill ollege,1999
E 178 Ada,"Adams, James Truslow, 1878-1949.",A history of the Amerian people /,,Routledge,1933
E 178 Ada,"Adams, James Truslow, 1878-1949.",The epi of Ameria /,,Little,1931
E 178 Ald,"Alden, John Rihard.",Pioneer Ameria /,,Huthinson,1966
E 178 Ald,"Alden, John Rihard.",Rise of the Amerian republi /,,Harper,1963
E 178 All,"Allen, H. . 1917-1998. (Harry ranbrook),",British essays in Amerian history /,,Arnold,1957
E 178 All,"Allen, H. . 1917-1998. (Harry ranbrook),",The United States of Ameria /,,Benn,1964
E 178 Ame,,The Amerian Destiny /,9780717281138;0717281132,Danbury P,1975
E 178 Ame,,The Amerian Destiny /,9780717281138;0717281132,Danbury P,1976
E 178 Ame,,The Amerian nation : a history from original soures by assoiated sholars /,,Harper,1904
E 178 Ame,,The Amerian nation : a history from original soures by assoiated sholars /,,Harper,1905
E 178 Ame,,The Amerian nation : a history from original soures by assoiated sholars /,,Harper,1906
