child,parent,description
E207-R-2011,E,Ethan Allen : his life and times 
E185-J-2012,E,From slave ship to Harvard : Yarrow Mamout and the history of an African American family 
E902-G-2011,E,The George W. Bush years 
F1921-D-2012,F,Haiti : the aftershocks of history 
JC423-N-2011,JC,Democratic deficit : critical citizens revisited 
JF60-D-2012,JF,The developing world : critical issues in politics and society 
JF1525-E-2011,JF,E-government website development : future trends and strategic models 
F190-A-2011,F,Ethnic identity of Palestinian immigrants in the United States : the role of cultural material artifacts 
JN7461-T-2012,JN,Europeanization
F1874-T-2011,F,Exceptional violence : embodied citizenship in transnational Jamaica 
E159-B-2013,E,Exhibiting patriotism : creating and contesting interpretations of American historic sites 
JC359-P-2011,JC,The face of imperialism 
E184-F-2012,E,Faith and race in American political life 
E175-K-2011,E,From history to theory 
E230-P-2012,E,"Way of the fox+""George Washington's military genius "
E850-M-2011,E,Daisy petals and mushroom clouds : LBJ
JN40-F-2011,JN,Democratic participation and civil society in the European Union 
JZ1305-N-2011,JZ,Elusive peace : how modern diplomatic strategies could better resolve world conflicts 
E453-H-2012,E,Emancipating Lincoln : the Proclamation in text
JQ1510-P-2012,JQ,The everlasting empire : the political culture of ancient China and its imperial legacy 
JK31-K-2012,JK,The founding fathers v. the people : paradoxes of American democracy 
E745-R-2012,E,The generals : American military command from World War II to today 
E207-N-2012,E,George Rogers Clark : I glory in war 
E837-R-2012,E,The gumshoe and the shrink : Guenther Reinhardt
JC421-B-2012,JC,Democracy without politics 
E509-F-2012,E,Divided loyalties : Kentucky's struggle for armed neutrality in the Civil War 
E459-D-2012,E,A documentary history of the American Civil War era 
JQ1875-E-2012,JQ,Economic
E46-M-2011,E,The elusive West and the contest for empire
JN40-E-2012,JN,The Europeanization of national polities? : citizenship and support in a post-enlargement union 
E184-B-2012,E,Finding Mecca in America : How Islam is becoming an American religion 
E467-M-2011,E,George Crook : from the Redwoods to Appomattox 
JC359-G-2011,JC,Great empires : an illustrated atlas 
F2689-H-2011,F,Guerrilla auditors : the politics of transparency in neoliberal Paraguay 
E311-N-2012,E,The Hamiltonian vision
JN30-E-2011,JN,The European Union 
F1042-G-2011,F,Only in New Brunswick : new stories from David Goss.
E877-W-2012,E,Rawhide down : the near assassination of Ronald Reagan 
E185-M-2012,E,Red summer : the summer of 1919 and the awakening of Black America 
E840-H-2011,E,Shooting from the lip : the life of senator Al Simpson 
E382-N-2013,E,The age of Jackson and the art of American power
E210-R-2013,E,Resistance to tyrants
E183-R-2013,E,Transition scenarios : China and the United States in the twenty-first century 
E747-H-2013,E,American dictators : Frank Hague
E840-A-2013,E,From exile to Washington : a memoir of leadership in the twentieth century 
E842-S-2013,E,JFK
E668-W-2014,E,The long reconstruction : the post-Civil War South in history
JC359-T-2013,JC,Writing imperial histories 
E842-M-2013,E,Dallas 1963 
E814-A-2014,E,Harry S. Truman : the coming of the Cold War 
E467-S-2013,E,Last of the blue and gray : old men
E621-M-2013,E,Nature's Civil War : common soldiers and the environment in 1862 Virginia 
E902-T-2013,E,Taking the measure : the presidency of George W. Bush 
E184-G-2013,E,Seeing race in modern America 
E877-M-2013,E,Tip and the Gipper : when politics worked 
E475-V-2013,E,The Vicksburg Campaign
E475-J-2013,E,Writing the Gettysburg Address 
E356-B-2013,E,The battle of Lake Erie and its aftermath : a reassessment 
F1090-H-2013,F,Harold Innis and the north : appraisals and contestations 
E842-S-2013,E,Interloper : Lee Harvey Oswald inside the Soviet Union 
E332-F-2013,E,Jefferson and Hamilton : the rivalry that forged a nation 
E907-O-2014,E,Obama's foreign policy : ending the war on terror 
E807-W-2013,E,Young Mr. Roosevelt : FDR's introduction to war
E382-C-2013,E,Andrew Jackson
E207-M-2013,E,Charles Lee : self before country 
E459-W-2013,E,Lincoln
E902-W-2013,E,Smart power : between diplomacy and war 
E332-S-2013,E,Thomas Jefferson's Qur'an : Islam and the founders 
E441-U-2011,E,Abolition movement 
JZ1254-C-2012,JZ,Cyberspaces and global affairs 
JZ4997-E-2012,JZ,The EU
E842-M-2011,E,JFK assassination logic : how to think about claims of conspiracy 
JZ5675-C-2013,JZ,Leadership and policy innovation--from Clinton to Bush : countering the proliferation of weapons of mass destruction 
JN30-E-2012,JN,The EU's Lisbon Treaty : institutional choices and implementation 
JK116-C-2012,JK,"Works. Selections. English. 2012+""Condorcet : writings on the United States "
E903-N-2012,E,George W. Bush : life of privilege
E457-G-2011,E,The global Lincoln 
E143-M-2003,E,"Dhahab wa-al-ʻāṣifah. English+""An Arab's journey to colonial Spanish America : the travels of Elias al-Mûsili in the seventeenth century "
JN193-M-2011,JN,The Atlantic imperial constitution : center and periphery in the English Atlantic world 
JA71-O-2012,JA,Foucault
JQ1828-H-2011,JQ,Hezbollah and Lebanon 
JZ1734-C-2011,JZ,China orders the world : normative soft power and foreign policy 
JA79-E-2011,JA,Evil in contemporary political theory 
E814-C-2011,E,Harry S. Truman : continuity and change 
F1221-L-2011,F,Huichol territory and the Mexican nation : indigenous ritual
E449-D-2012,E,The abolitionist imagination 
E184-A-2005,E,The Arabs 
JZ1305-J-2010,JZ,The conduct of inquiry in international relations : philosophy of science and its implications for the study of world politics 
E473-Q-2012,E,The CSS Virginia : sink before surrender 
F1123-M-2012,F,Don't tell the Newfoundlanders : the true story of Newfoundland's confederation with Canada 
E183-P-2012,E,Globalizing human rights : private citizens
F1060-J-2012,F,Let the eastern bastards freeze in the dark : the West versus the rest since confederation 
F1053-N-2011,F,The Canadian führer : the life of Adrien Arcand 
F1123-D-2011,F,Danny Williams : a profile 
JZ1570-R-2012,JZ,The European Union and emerging powers in the 21st century : how Europe can shape a new global order 
F1034-G-2011,F,The golden age of liberalism : a portrait of Roméo Leblanc 
JZ5578-C-2012,JZ,Intelligent compassion : feminist clinical methodology in the Women's International League for Peace and Freedom  
F1035-B-2012,F,Beyond the nation? : immigrants' local lives in transnational cultures 
JZ1242-M-2012,JZ,The colonial signs of international relations 
E902-U-2004,E,House of Bush
JC573-D-2011,JC,American neoconservatism : the politics and culture of a reactionary idealism 
E902-D-2008,E,The enemy at home : the cultural left and its responsibility for 9
JZ1318-G-2012,JZ,Globalization and localization : the Chinese perspective 
E183-H-2006,E,Mission to Algiers : diplomacy by engagement 
JZ1305-K-2012,JZ,Normative state power in international relations 
JC491-N-2012,JC,Returning to revolution : Deleuze
E469-B-2011,E,Spain and the American Civil War [microform] 
E183-W-2006,E,US foreign policy and the Horn of Africa 
E183-H-2005,E,US-Pakistan relationship : Soviet invasion of Afghanistan 
JK275-O-2011,JK,The Obama presidency in the constitutional order : a first look 
JN30-P-2011,JN,Perceptions of Europe : a comparative sociology of European attitudes 
JA84-R-2012,JA,The rise of the left in southern Europe : Anglo-American responses 
JQ1509-Z-2013,JQ,The rise of think tanks in China 
JA84-A-2001,JA,Western political science in a non-western context : theories of comparative politics in the Arab academia 
E449-B-2012,E,The political thought of Frederick Douglass : in pursuit of American liberty 
E208-R-2011,E,Revolutionary founders : rebels
JZ4034-R-2013,JZ,Sovereignty and the responsibility to protect : the power of norms and the norms of the powerful 
JZ1480-A-2012,JZ,State of disrepair : fixing the culture and practices of the State Department 
E748-F-2011,E,Unprecedented power : Jesse Jones
E185-A-1986,E,"Works. Selections. 1986+""Writings "
E185-P-2012,E,Paul Robeson and the Cold War performance complex : race
E748-L-2011,E,People's warrior : John Moss and the fight for freedom of information and consumer rights 
E185-T-2012,E,Sites of slavery : citizenship and racial democracy in the post-civil rights imagination 
JZ1306-B-2012,JZ,Special responsibilities : global problems and American power 
E183-P-2012,E,Sword of the spirit
F213-B-1996,F,Travels and other writings 
E184-V-2005,E,Voices of American Muslims : 23 profiles : breaking a long silence since 9
JA83-M-2012,JA,Mapping ideology 
JA71-C-2012,JA,On humanity's intensive introspection 
JS78-O-2012,JS,The Oxford handbook of urban politics 
E181-B-2012,E,A people's history of the U.S. military : ordinary soldiers reflect on their experience of war
JC251-M-2012,JC,The political humanism of Hannah Arendt 
E697-L-2011,E,A secret life : the sex
E357-W-2012,E,What so proudly we hailed : essays on the contemporary meaning of the War of 1812 
JA85-M-2012,JA,Managing vulnerability : South Africa's struggle for a democratic rhetoric 
E184-A-2008,E,My name is Iran : a memoir 
F1033-G-2011,F,Nation maker : Sir John A. Macdonald : his life
JZ5675-N-2012,JZ,The nuclear question in the Middle East 
JZ1308-R-2012,JZ,On global justice 
F1035-G-2011,F,On the outside looking Indian : how my second childhood changed my life 
F1034-N-2006,F,Young Trudeau : son of Quebec
F1029-M-2012,F,With friends like these : entangled nationalisms and the Canada-Quebec-France triangle
JZ6368-N-2011,JZ,The new protectorates : international tutelage and the making of liberal states 
JQ629-S-2011,JQ,The Pakistan-US conundrum : Jihadists
JA66-P-2013,JA,Political knowledge : critical concepts in political science 
JQ1840-P-2011,JQ,Power and politics in the Persian Gulf monarchies 
JA85-S-2012,JA,The SAGE handbook of political communication 
E840-H-2013,E,The rise and fall of détente : American foreign policy and the transformation of the Cold War 
E474-K-2012,E,Shadows of Antietam 
JV6456-C-2012,JV,Social death : racialized rightlessness and the criminalization of the unprotected 
E207-A-2012,E,The Swamp Fox : lessons in leadership from the partisan campaigns of Francis Marion 
JZ6045-B-2011,JZ,Theory and practice of international mediation : selected essays 
JV6347-K-2011,JV,Transnational migration
JC423-T-2012,JC,Truth and democracy 
JQ1080-C-2012,JQ,Understanding Central Asia : politics and contested transformations 
JZ5588-H-2011,JZ,Unipolarity and world politics : a theory and its implications 
E199-H-2011,E,The siege of Fort William Henry : a year on the northeastern frontier 
E303-K-2011,E,Signing their rights away : the fame and misfortune of the men who signed the United States Constitution 
JZ5675-S-2012,JZ,Slaying the nuclear dragon : disarmament dynamics in the twenty-first century 
E184-C-2012,E,Some of my best friends are Black : the strange story of integration in America 
JA71-E-2013,JA,Terms of the political : community
E745-W-2012,E,Those who have borne the battle : a history of America's wars and those who fought them 
JV2021-S-2013,JV,Self-initiated expatriation : individual
E360-U-2012,E,Ships of oak
E445-Z-2012,E,Slaves for hire : renting enslaved laborers in antebellum Virginia 
JN50-S-2011,JN,Social democracy and European integration : the politics of preference formation 
JC311-S-2013,JC,State-nationalisms in the Ottoman Empire
JF1525-S-2012,JF,Strategic enterprise resource planning models for e-government : applications and methodologies 
E175-D-2011,E,Sustaining southern identity : Douglas Southall Freeman and memory in the modern South 
F1028-T-2012,F,A two-edged sword : the Navy as an instrument of Canadian foreign policy 
E183-J-2012,E,The universe unraveling : American foreign policy in Cold War Laos 
E470-C-2011,E,Victors in blue : how Union generals fought the Confederates
E807-D-2012,E,Roosevelt's navy : the education of a warrior president
E840-O-2012,E,Spirits of the Cold War : contesting worldviews in the classical age of American security strategy 
F2520-K-2011,F,State healthcare and Yanomami transformations : a symmetrical ethnography 
E232-M-2011,E,Stop the Revolution : America in the summer of independence and the conference for peace 
E183-C-2012,E,The twilight war : the secret history of America's thirty-year conflict with Iran 
JV6455-N-2011,JV,The U.S. Coast Guard's war on human smuggling 
JZ1480-R-2011,JZ,U.S.-Russian economic and political relationship 
E183-K-2012,E,Uruguay and the United States
JZ1480-K-2012,JZ,The US-South Korea alliance : meeting new security challenges 
E595-B-2012,E,USS Monitor : a historic ship completes its final voyage 
E185-R-2003,E,Reporting civil rights.
F1923-G-2011,F,The slaves who defeated Napoleon : Toussaint Louverture and the Haitian War of Independence
JC257-J-2012,JC,Thinking the twentieth century 
E208-N-2011,E,The revolutionary years
E468-S-2012,E,Routes of war : the world of movement in the Confederate south 
JA79-S-2012,JA,Science
JZ1318-F-2011,JZ,Sovereignty or submission : will Americans rule themselves or be ruled by others? 
E185-K-2011,E,Still a house divided : race and politics in Obama's America 
JN534-K-2012,JN,Theater of state : Parliament and political culture in early Stuart England 
E757-D-2011,E,Theodore Roosevelt in the Badlands : a young politician's quest for recovery in the American West 
JZ4984-H-2011,JZ,The United Nations democracy agenda : a conceptual history 
E281-B-2012,E,Relieve us of this burthen : American prisoners of war in the revolutionary South
JZ1616-C-2012,JZ,The religious factor in Russia's foreign policy : keeping god on our side 
E745-B-2012,E,Reminiscences of Conrad S. Babcock : the old U.S. Army and the new
JA84-V-2012,JA,Righteous republic : the political foundations of modern India 
JZ5588-S-2011,JZ,Securitization theory : how security problems emerge and dissolve 
E169-S-2012,E,The short American century : a postmortem 
JN6598-W-2011,JN,The socialist alternative to Bolshevik Russia : the Socialist Revolutionary Party
JK421-S-2011,JK,The state of public administration : issues
JZ6385-V-2010,JZ,Territory
JZ5538-T-2012,JZ,Theorizing post-conflict reconciliation : agonism
E468-G-2011,E,The union war 
E183-G-2011,E,US policy towards Cuba : since the Cold War 
E440-C-2012,E,We have the war upon us : the onset of the Civil War
JQ1510-L-2012,JQ,What the U.S. can learn from China : an open-minded guide to treating our greatest competitor as our greatest teacher 
E839-W-2012,E,What's the matter with White people : why we long for a golden age that never was 
E354-B-2012,E,When Washington burned : an illustrated history of the War of 1812 
E762-L-2012,E,William Howard Taft : the travails of a progressive conservative 
E312-W-1997,E,"Works. Selections. 1997+""Writings "
JK275-H-2012,JK,10 steps to repair American democracy : a more perfect union 
JV6493-R-2011,JV,Vote thieves : illegal immigration
E840-S-2011,E,Westmoreland : the general who lost Vietnam 
E169-W-2011,E,What so proudly we hail : the American soul in story
E241-N-2011,E,With fire & sword : the battle of Bunker Hill and the beginning of the American Revolution 
F1024-A-2011,F,Writing history : a professor's life 
E302-M-2010,E,John Marshall : writings.
JZ1480-Y-2012,JZ,Yemen : foreign relations and challenges 
E184-O-2013,E,Vikings across the Atlantic : emigration and the building of a greater Norway
E354-W-2013,E,The War of 1812 : writings from America's second war of independence 
E462-G-2011,E,The won cause : black and white comradeship in the Grand Army of the Republic 
E354-E-2012,E,1812 : war and the passions of patriotism 
JK468-H-2005,JK,High-performance government : structure
E162-K-2013,E,Ambition
JC423-M-2013,JC,Agonistics : thinking the world politically 
JN36-S-2013,JN,The art of lobbying the EU : more machiavelli in Brussels 
JZ1254-M-2013,JZ,Asia and Europe facing the technological revolution 
JQ247-D-2013,JQ,The civil services in India 
JZ1242-C-2013,JZ,Classics of international relations : essays in criticism and appreciation 
JQ1509-M-2013,JQ,Corruption in transitional China : a 33-year study 
JZ5584-R-2013,JZ,Crossing the line : nonviolent resisters speak out for peace 
JQ3525-F-2013,JQ,Democracy and human rights in Africa : the politics of collective participation and governance in Cameroon 
JN30-S-2013,JN,The European Union explained : institutions
JA66-S-2013,JA,For the Republic : political essays 
JZ4841-G-2013,JZ,A growing force : civil society's role in Asian regional security 
JC51-N-2013,JC,"Histoire des idées politiques dans l'Antiquité et au Moyen Age. English+""A history of political ideas from antiquity to the Middle Ages "
JQ1998-B-2013,JQ,The idea of the ANC 
JV6225-I-2013,JV,Immigration
JF1081-I-2013,JF,Income and asset disclosure : case study illustrations.
JQ779-F-2013,JQ,The institutionalisation of political parties in post-authoritarian Indonesia : from the grass-roots up 
JZ5538-L-2013,JZ,Land and post-conflict peacebuilding 
JZ1570-M-2014,JZ,Multilateralism in the 21st century : Europe's quest for effectiveness 
JQ4031-E-2013,JQ,The passion of politics : the role of ideology and political theory in Australia 
JA85-P-2013,JA,Public diplomacy and federal communications : challenges
JZ6009-N-2011,JZ,Security and cross-border cooperation in the EU
JV8490-T-2012,JV,Transnational flows and permissive polities : ethnographies of human mobilities in Asia 
JC346-A-2012,JC,Why the turkey didn't fly 
JL966-W-2013,JL,Democracy in Latin America : between hope and despair 
JC571-P-2013,JC,The persistent power of human rights : from commitment to compliance 
JZ4841-P-2013,JZ,The politics of expertise : how NGOs shaped modern Britain 
JC571-R-2012,JC,Reconciliation
JC599-K-2013,JC,"Menschenrechte im Schatten kolonialer Gewalt. English+""Human rights in the shadow of colonial violence : the wars of independence in Kenya and Algeria "
JC571-H-2013,JC,Human rights in the post 9
JC328-E-2013,JC,Failed states and institutional decay : understanding instability and poverty in the developing world 
JC599-A-2013,JC,Access to information in Africa : law
JC599-F-2013,JC,Freedom and the construction of Europe : religious and constitutional liberties 
JC571-L-2013,JC,Agamben and the politics of human rights : statelessness
JC573-R-2013,JC,Right-wing radicalism today : perspectives from Europe and the US 
JC573-W-2013,JC,Right wing populism in Europe : politics and discourse 
E505-W-2013,E,A Yankee private's Civil War 
JC599-H-2013,JC,Human security in Turkey : challenges for the 21st century 
JC599-N-2013,JC,Non-traditional security issues in North Korea 
JC599-O-2013,JC,Human rights from community : a rights-based approach to development 
E90-C-2013,E,Guyasuta and the fall of Indian America 
JC571-B-2013,JC,Speaking rights to power : constructing political will 
JC599-H-2013,JC,Human rights issues in the People's Republic of China 
JQ790-B-2012,JQ,Networked governance of freedom and tyranny : peace in Timor-Leste 
JC574-L-2013,JC,Liberal democracies at war : conflict and representation 
JC328-P-2014,JC,Political violence 
JC599-I-2014,JC,India's human security : lost debates
E92-M-2013,E,Therapeutic nations : healing in an age of indigenous human rights 
E98-R-2013,E,Trail sisters : freedwomen in Indian Territory
JQ1809-Z-2013,JQ,European Union civil society policy and Turkey : a bridge too far? 
JZ6369-H-2014,JZ,Humanitarian intervention 
JC4231-P-2013,JC,Democracy in crisis? : politics
E83-L-2013,E,The Tuscarora War : Indians
E98-K-2013,E,Braiding sweetgrass 
JC571-K-2013,JC,Human rights discourse in a global network : books beyond borders 
JC571-H-2013,JC,Human security 
JA85-E-2014,JA,Encyclopedia of social media and politics 
JC575-R-2013,JC,"Société des égaux. English+""The society of equals "
E184-S-1999,E,Out of place : a memoir 
JK468-T-2007,JK,At the center of the storm : my years at the CIA 
E169-E-2013,E,American exceptionalism
E468-P-2013,E,The first republic & A. Lincoln 
E354-F-2013,E,The flames of war : the fight for Upper Canada
F1087-W-2013,F,Home to the Nechako : the river and the land 
E467-P-2013,E,Joshua Chamberlain : a hero's life and legacy 
JZ1318-M-2012,JZ,Megatrends in global interaction 
E168-R-2014,E,Unspeakable awfulness : America through the eyes of European travelers
F1008-C-2013,F,Critical inquiries : a reader in studies of Canada 
E748-A-2013,E,From the inside out 
F1033-M-2013,F,John A. Macdonald : Canada's first prime minister 
E169-T-2013,E,Liminal zones : where lakes end and rivers begin 
E842-W-2013,E,The Zapruder film : reframing JFK's assassination 
E474-B-2013,E,Connecticut Yankees at Antietam 
F1043-M-2013,F,Islands of New Brunswick : living between the tides 
JX637-T-1941,JX,Treaties
JX1543-E-1930,JX,Papers regarding the recent negotiations for an Anglo-Egyptian settlement March 31-May 8
F2175-C-2011,F,The Caribbean : a history of the region and its peoples 
JC71-G-2011,JC,Aristotle's Politics : living well and living together 
E183-W-2012,E,First steps toward détente : American diplomacy in the Berlin crisis
JZ1238-I-2011,JZ,International relations and non-Western thought : imperialism
JA85-P-2011,JA,The propaganda society : promotional culture and politics in global context 
E185-A-2011,E,Singing the Lord's song in a strange land 
JA85-S-2011,JA,Soundbitten : the perils of media-centered political activism 
JZ4984-G-2012,JZ,"Vereinten Nationen. English+""The United Nations : an introduction "
E184-K-2013,E,Young American Muslims : dynamics of identity 
JN96-B-2012,JN,Branding post-communist nations : marketizing national identities in the new Europe 
E434-P-2012,E,The caning : the assault that drove America to Civil War 
E183-G-2013,E,The China fallacy : how the U.S. can benefit from China's rise and avoid another Cold War 
JQ1849-I-2011,JQ,Iraq : economic issues
JZ5584-J-2012,JZ,Peacebuilding in the African Union : law
E185-R-2012,E,Reading African American experiences in the Obama era : theory
E185-F-2011,E,Troubling vision : performance
E354-H-2012,E,1812 : a nation emerges 
F1087-T-2012,F,The glittering mountains of Canada : a record of exploration and pioneer ascents in the Canadian Rockies
E185-G-2011,E,Life upon these shores : looking at African American history
JN6693-G-2011,JN,The decline of regionalism in Putin's Russia : boundary issues 
JZ1318-E-2007,JZ,Encyclopedia of globalization 
JN673-F-2009,JN,The House of Commons
E902-M-2008,E,What happened : inside the Bush White House and Washington's culture of deception 
JC575-C-2013,JC,The nature and limits of human equality 
JQ3752-C-2013,JQ,Ethiopia : politics
JQ1729-L-2007,JQ,The making of minjung : democracy and the politics of representation in South Korea 
JS7394-C-2010,JS,"Mongmin simsŏ. English+""Admonitions on governing the people : manual for all administrators "
JN27-G-2003,JN,Guide to the EU institutions 
JQ1830-J-2005,JQ,Vengeance : the true story of an Israeli counter-terrorist team 
E902-J-2007,E,A divider
JA79-F-1980,JA,Ethical dilemmas and the education of policymakers 
E449-D-2005,E,Narrative of the life of Frederick Douglass
JZ3690-P-2011,JZ,The politics of the oceans 
JZ1163-F-2010,JZ,The diplomat's dictionary 
JC571-E-2009,JC,Encyclopedia of human rights 
JZ5533-O-2010,JZ,The Oxford international encyclopedia of peace 
JZ5579-P-2013,JZ,Youth peacebuilding : music
E169-P-2013,E,The machine in the garden : technology and the pastoral ideal in America 
JX1974-A-1999,JX,Air
JZ4850-B-2002,JZ,International organizations : principles and issues 
JC423-T-2010,JC,This house would prefer money to free elections [videorecording].
JQ1850-T-,JQ,This house believes progress towards democracy has halted in the Arab world [videorecording].
E906-T-.T49,E,This house believes the Middle East would be better off with John McCain in the White House [videorecording].
E173-Z-2004,E,Voices of a people's history of the United States 
JC585-M-2006,JC,On liberty ; and
F1408-M-,F,Latin America : regions and people 
F1923-D-2004,F,Avengers of the New World : the story of the Haitian Revolution 
JV6475-R-2005,JV,"Morir en el intento. English+""Dying to cross : the worst immigrant tragedy in the history of the United States "
JA71-V-2004,JA,Nihilism & emancipation [Texte imprimé] : ethics
JK1118-M-2008,JK,Brussels versus the Beltway : advocacy in the United States and the European Union 
JQ281-C-2004,JQ,The politics of the governed : reflections on popular politics 
E178-Z-2003,E,A people's history of the United States : 1492-present 
JZ5560-P-2005,JZ,People building peace II : successful stories of civil society 
F2831-B-2003,F,A brief history of Argentina 
JZ5540-H-2004,JZ,The future of peace : on the front lines with the world's great peacemakers 
JC574-B-2004,JC,Reclaiming the enlightenment : toward a politics of radical engagement 
F1021-W-2004,F,Virtual sovereignty : nationalism
JZ1305-N-2007,JZ,Understanding international conflicts : an introduction to theory and history 
E169-A-1989,E,The American intellectual tradition : a source book 
F1230-D-1963,F,The conquest of New Spain 
JV6477-D-1963,JV,Democracy in immigrant America : changing demographics and political participation 
JK216-M-2006,JK,America after Tocqueville : democracy against difference 
E199-B-2013,E,Braddock's Road : mapping the British expedition from Alexandria to the Monongahela 
E396-W-2013,E,Explosion on the Potomac : the 1844 calamity aboard the USS Princeton 
E842-S-2013,E,Kennedy 
E840-A-2003,E,Madam Secretary : a memoir 
E40-P-2013,E,Placing America : American culture and its spaces 
E176-P-2013,E,Profiles in courage 
E469-M-2013,E,The Union
JZ5333-O-2013,JZ,Enhancing India-ASEAN connectivity 
JN30-P-2013,JN,The European Union : a very short introduction 
F1059-W-2013,F,Hardscrabble : the high cost of free land 
F1030-M-2013,F,"Cavelier de La Salle. English+""La Salle : explorer of the North American frontier "
E184-G-2013,E,Pioneering Italian American Culture : escaping La Vita Cucina : essays
E540-B-2013,E,Blood and daring : how Canada fought the American Civil War and forged a nation 
E183-M-2013,E,British visions of America
E268-K-2013,E,A generous and merciful enemy : life for German prisoners of war during the American Revolution 
E456-R-2013,E,Reconfiguring the Union : Civil War transformations 
E175-A-2013,E,Agitation with a smile : Howard Zinn's legacies and the future of activism 
E741-L-2013,E,The American century : a history of the United States since the 1890s 
E183-A-2013,E,Mongolia and the United States : a diplomatic history 
E183-S-2013,E,Taking on Iran : strength
E842-D-2013,E,Camelot's court : inside the Kennedy White House 
E169-D-2013,E,Contemporary America 
E183-M-2013,E,No exit from Pakistan : America's tortured relationship with Islamabad 
E101-S-2013,E,The old world
E183-A-2014,E,Evangelicals and American foreign policy 
F1411-B-2013,F,Transforming the enemy in Spanish culture : the conquest through the lens of textual and visual multiplicity 
E477-V-2014,E,Appomattox : victory
E183-D-2013,E,The Morgenthau Plan : Soviet influence on American postwar policy 
E353-D-2013,E,The shining sea : David Porter and the epic voyage of the U.S.S. Essex during the War of 1812 
JK2356-E-2005,JK,The Republican revolution 10 years later : smaller government or business as usual? 
JC421-L-2004,JC,The democratic century 
JA74-R-2004,JA,Fear : the history of a political idea.
F1419-D-2005,F,Racism and discourse in Spain and Latin America 
F1256-M-2006,F,Zapatistas : the Chiapas revolt and what it means for radical politics 
JC571-G-2010,JC,Liberty in the age of terror : a defence of civil liberties and enlightenment values 
E184-A-2010,E,West of Kabul
E407-H-2007,E,A glorious defeat : Mexico and its war with the United States 
E901-A-2006,E,The audacity of hope : thoughts on reclaiming the American dream 
JQ1507-H-,JQ,Directory of officials and organizations in China : 1968-1983.
JC580-P-2004,JC,Shattered voices [electronic resource] : language
E903-S-2006,E,Strategery : how George W. Bush is outwitting the media and defeating his enemies at home and abroad 
JA71-P-2005,JA,Political philosophy : the essential texts 
E87-R-1997,E,The sovereignty and goodness of God
JF51-L-2006,JF,Doing comparative politics : an introduction to approaches and issues 
JK1118-K-2009,JK,So damn much money : the triumph of lobbying and the corrosion of American government 
E185-H-2003,E,A nation under our feet : Black political struggles in the rural South
JC328-T-2007,JC,Terror
JZ5599-C-2004,JZ,Taming intractable conflicts : mediation in the hardest cases 
JZ1480-S-2004,JZ,War and the American presidency 
JC571-C-2002,JC,Silencing political dissent 
E183-E-2004,E,Explaining the history of American foreign relations 
E183-F-2003,E,North Korea
E183-M-2005,E,Major problems in American foreign relations : documents and essays 
JC177-B-1984,JC,Rights of man 
JX1974-S-1976,JX,International arms control : issues and agreements 
E98-B-2009,E,The new Native American cuisine : five-star recipes from the chefs of Arizona's Kai Restaurant 
JQ24-P-2007,JQ,Political handbook of Asia 2007 
JK1118-W-1995,JK,Interest groups and Congress : lobbying
E449-R-2008,E,Abolition and the press : the moral struggle against slavery 
E176-K-2008,E,All the presidents' spokesmen : spinning the news
F128-J-2008,F,American gangster : and other tales of New York 
JA85-G-2013,JA,Government communication : cases and challenges 
E176-F-2006,E,The mediated presidency : television news and presidential governance 
E661-P-2004,E,The Progressive era : primary documents on events from 1890 to 1914 
JC591-W-2012,JC,A right to offend 
F534-F-2006,F,Bento box in the heartland : my Japanese girlhood in whitebread America 
F294-M-2013,F,Chickens in the road : an adventure in ordinary splendor 
E98-E-2013,E,Original local : indigenous foods
JQ1830-H-2011,JQ,Hamas : a history from within 
JQ1830-H-2010,JQ,Hamas : the Islamic Resistance Movement 
E183-F-2010,E,On wings of eagles 
JQ1850-D-2013,JQ,The second Arab awakening : revolution
JZ6368-K-2007,JZ,Talking to the enemy : track two diplomacy in the Middle East and South Asia 
JQ1850-A-2013,JQ,The Arab Spring : change and resistance in the Middle East 
E183-R-2006,E,Syria
E840-S-1999,E,All too human : a political education 
E877-R-1999,E,An American life 
E332-A-2005,E,"Autobiography+""Autobiography of Thomas Jefferson "
F1219-A-2008,F,The Aztec world 
E882-C-2013,E,Being Poppy : a portrait of George Herbert Walker Bush 
F128-M-2003,F,Central Park : an American masterpiece 
E183-A-2007,E,Circle in the sand : the Bush dynasty in Iraq 
F1219-S-1997,F,The cities of ancient Mexico : reconstructing a lost world 
E840-D-2008,E,Citizen McCain 
E886-B-2010,E,The Clinton tapes : conversations with a President
E840-B-2009,E,Condoleezza Rice : an American life : a biography 
F1543-G-2012,F,Costa Rica for dummies 
E807-A-2007,E,"Works. Selections. 2007+""The Eleanor Roosevelt papers : the human rights years"
E840-A-2011,E,Extraordinary
F1435-W-2002,F,The fall of the ancient Maya : solving the mystery of the Maya collapse 
E861-W-2005,E,The final days 
E77-F-2012,E,The first North Americans : an archaeological journey 
E886-M-1996,E,First in his class : the biography of Bill Clinton 
E887-L-2008,E,Hillary Clinton : a biography 
E887-R-1993,E,Hillary Rodham Clinton : a first lady for our time 
F1052-B-2013,F,"Histoire du Québec pour les nuls. English+""History of Quebec for dummies "
E873-C-2002,E,An hour before daylight : memories of a rural boyhood 
E836-K-2008,E,Ike : an American hero 
F3429-M-2011,F,The Incas : lords of the four quarters 
F870-W-2002,F,Inshallah : in pursuit of my father's youth 
