child,parent,description
F1232-H-2010,F,The Mexican Wars for Independence 
E178-B-2010,E,A nation among nations : America's place in world history 
E312-C-2009,E,Sarah Johnson's Mount Vernon : the forgotten history of an American shrine 
E467-B-2007,E,The soldier's pen : firsthand impressions of the Civil War 
E99-C-1991,E,Lakota Woman 
E99-H-2011,E,Toward the setting sun : John Ross
E76-W-2006,E,Encyclopedia of Native American tribes 
E208-G-2010,E,Encyclopedia of revolutionary America 
E179-C-2008,E,Disasters
E77-S-2007,E,Chronology of American Indian history 
E174-F-2008,E,Chronology of American history 
E441-S-2007,E,Slavery in America 
E174-E-2010,E,Encyclopedia of American history 
E77-M-2011,E,Encyclopedia of Native American history 
F1406-E-2010,F,Encyclopedia of Latin America 
F1226-F-2009,F,A brief history of Mexico 
F3429-S-2011,F,Handbook to life in the Inca world 
E468-F-2008,E,Civil War Almanac 
E179-C-2008,E,Disasters
F2521-M-2010,F,A brief history of Brazil 
F2831-B-2010,F,A brief history of Argentina 
F3321-M-2010,F,A brief history of Bolivia 
E441-F-2012,E,Slavery in the United States 
F3408-H-2010,F,A brief history of Peru 
E175-A-2010,E,My times & life : a historian's progress through a contentious age 
F234-J-2004,F,The Jamestown adventure : accounts of the Virginia colony
F454-J-2005,F,In the footsteps of Daniel Boone 
F436-J-2006,F,In the footsteps of Davy Crockett 
F442-S-2007,F,Touring the East Tennessee backroads 
F267-H-2008,F,Homegrown handmade : art roads and farm trails 
F252-T-2010,F,Travel North Carolina : going native in the Old North State 
F232-S-2010,F,Touring the Shenandoah Valley backroads 
F260-P-2010,F,Jim Hunt : a biography 
E99-V-2013,E,Voices of Cherokee women 
E741-J-1982,E,The dark ages
E185-R-2002,E,Race and resistance ; African-Americans in the twenty-first century 
F1528-O-2005,F,Blood on the border : a memoir of the Contra War 
F3429-M-1988,F,Pathways to the gods : the mystery of the Andes lines 
F459-W-1998,F,Appalachian Mountain girl 
F2646-P-2011,F,Loves of Yulian 
F127-G-2013,F,Women of privilege : 100 years of love and loss in a family of the Hudson River Valley 
F159-H-2005,F,Half the house : a memoir 
E184-R-2009,E,They called him Mike : Reb Elemelech Tress
E185-D-1976,E,The souls of black folk : essays and sketches 
E184-A-2004,E,Journey through the minefields : from Vietnam to Washington
E184-A-2007,E,Days of challenge : the making of a modern American Jewish leader 
F204-S-2001,F,The White House : the history of an American idea 
F204-H-2003,F,The White House ABC : a presidential alphabet 
E185-M-1984,E,The Pan-African connection : from slavery to Garvey and beyond 
E185-A-1996,E,Eyes to my soul : the rise or decline of a Black FBI agent 
E184-L-2002,E,100 Hispanic-Americans who shaped American history 
E450-U-1998,E,Underground railroad 
F805-E-1980,F,Las mujeres : conversations from a Hispanic community 
F216-S-2001,F,Starr Smith's southern scenes : journeys through a lovely land 
F128-I-2000,F,The graveyard shift : a family historian's guide to New York City cemeteries 
E185-G-2011,E,Black like me : the definitive Griffin estate edition
F593-M-1993,F,The prairie traveler : a hand-book for overland expeditions
F869-C-1998,F,Above San Francisco : a new collection of historical and original aerial photographs 
F1087-W-1987,F,Wilderness seasons : life and adventure in Canada's north 
E302-B-1999,E,Benjamin Rush : signer of the Declaration of Independence 
E184-B-1998,E,Scattering the ashes 
E184-H-1999,E,Barefoot heart : stories of a migrant child 
F189-A-1990,F,Streetwise Baltimore : the stories behind Baltimore street names 
E715-M-1989,E,The martial spirit 
E371-D-1989,E,The era of good feelings 
E184-K-1991,E,Angles of vision : a memoir of my lives 
F819-M-2005,F,Recuerdos : memories of childhood in Tucson 
F614-T-2006,F,I always sang for my father : or anyone who would listen 
F548-S-2006,F,The Division Street princess : a memoir 
F67-L-1995,F,Anne Hutchinson : unsung heroine of history 
E901-T-2008,E,Obama the postmodern coup : making of a Manchurian candidate 
E882-T-2004,E,George Bush : the unauthorized biography 
F761-M-1988,F,Pulling leather : being the early recollections of a cowboy on the Wyoming Range
F759-T-1993,F,More than meets the eye : Wyoming along Interstate 80 
F767-N-1994,F,This was Jackson's Hole : incidents & profiles from the settlement of Jackson Hole 
F656-T-1996,F,Thunder & mud : a pioneer childhood on the prairie 
F761-L-1996,F,I see by your outfit : historic cowboy gear of the northern plains ; illustrated with historic photographs 
F597-M-1996,F,Wagon wheels : a contemporary journey on the Oregon Trail 
F765-M-1999,F,Echoes from the West 
E83-C-2001,E,Tom Horn : blood on the moon : dark history of the murderous cattle detective 
F760-B-2002,F,Coyotes & canaries : characters who made the West wild-- and wonderful! 
F769-V-2006,F,Capital characters of old Cheyenne 
F595-H-2008,F,Staking her claim : women homesteading the West 
F499-A-2010,F,Arab Americans in Toledo : cultural assimilation and community involvement = al-Amrīkīyūn al-ʻArab fī Tūlīdū : indamāj fī al-ḥadārah wa-mashārikah fī al-mujtamaʻ 
F2229-C-1986,F,Lost cities & ancient mysteries of South America 
E842-N-1996,E,"Nomenclature of an assassination cabal+""NASA"
F474-N-1992,F,The last train north 
F593-S-2003,F,Slade! : the true story of the notorious badman 
E185-J-1990,E,Blood in my eye 
E83-G-1997,E,The exiles of Florida : or
E99-G-C724,E,To kill an eagle : Indian views on the death of Crazy Horse 
E185-S-1988,E,Black foremothers : three lives 
E162-E-1993,E,Child life in colonial days 
E468-N-2012,E,The Civil War notebook : a collection of little-known facts and other odds-and-ends about the Civil War 
E467-J-1998,E,James Longstreet : the man
F732-G-1989,F,An old timer takes a look 
F394-R-2005,F,Ringside seat to a revolution : an underground cultural history of El Paso and Juárez
E176-C-2008,E,Homes and libraries of the presidents : an interpretive guide 
E125-F-2000,E,Juan Ponce de León and the Spanish discovery of Puerto Rico and Florida 
F548-M-2000,F,And the winds blew cold : Stalinist Russia as experienced by an American emigrant 
F804-B-1991,F,Wildest of the wild West : true tales of a frontier town on the Santa Fe Trail 
F591-B-1998,F,Best of Dee Brown's West : an anthology 
F786-B-1998,F,True tales of the American Southwest : pioneer recollections of frontier adventure 
E902-H-2004,E,Such men are dangerous : the fanatics of 1692 and 2004 
F552-B-1999,F,In the teeth of the Northeaster : a solo voyage on Lake Superior 
F804-J-2001,F,Without reservations : from Harlem to the end of the Santa Fe trail 
F797-N-2000,F,New Mexico's historic places : the guide to National and State Register sites 
F869-S-2006,F,Exploring Mammoth Lakes : four seasons of eastern Sierra adventure 
F908-M-1999,F,Good time girls of the Alaska-Yukon gold rush 
E185-T-1990,E,From the Maroons to Marcus : a historical development 
F73-B-2012,F,Chronicles of old Boston : exploring New England's historic capital 
F1788-A-2012,F,"Evocación. English+""Remembering Che : my life with Che Guevara "
E901-A-2012,E,The madness of Michele Bachmann : a broad-minded survey of a small-minded candidate 
F2183-V-2011,F,Red heat : conspiracy
F899-M-2013,F,Under one roof : lessons I learned from a tough old woman in a little old house 
F140-I-2012,F,Chris Christie : the inside story of his rise to power 
F74-C-2012,F,Land's end : a walk in Provincetown 
F2517-P-2013,F,Brazil 
E842-H-2013,E,Nov-22
E672-P-2005,E,Grant and Twain : the story of an American friendship 
E302-D-2006,E,Stealing God's thunder : Benjamin Franklin's lightning rod and the invention of America 
F784-B-1980,F,Leadville
F908-M-2012,F,Children of the Gold Rush 
F914-H-2013,F,King con : the story of Soapy Smith 
F1923-R-1994,F,"Vuurnacht. English+""Night of fire : the black Napoleon and the battle for Haiti "
E184-P-1995,E,Hmong in America
F128-G-1999,F,Chronicles of love & confusion 
F73-D-1994,F,Extraordinary Boston 
E184-C-1996,E,Immigrant son 
E179-A-2004,E,American minute : notable events of American significance remembered on the date they occurred 
F204-S-2007,F,Season's greetings from the White House 
F849-W-2000,F,The man who invented Las Vegas 
F1543-K-2013,F,Costa Rica : the complete guide 
F128-L-2002,F,Hotel kid : a Times Square childhood 
F910-H-2001,F,Chips from the chopping block : more tales from Alaska's bush rat governor 
F128-K-2003,F,In my father's bakery : a Bronx memoir 
E169-B-2002,E,Things I like about America : personal narratives 
E840-H-2002,E,Sparky : warrior
E176-M-2004,E,The man who was president for a day : and other inspiring stories about the presidents 
E886-J-2005,E,Their lives : the women targeted by the Clinton machine 
F1921-H-2010,F,Haiti
F869-H-2007,F,Hometown Santa Monica : the Bay cities book 
F869-H-2009,F,Hometown Santa Barbara : the central coast book 
F697-B-2005,F,The Black badge : deputy United States marshal Bass Reeves from slave to heroic lawman 
E185-C-2004,E,The Isis (Yssis) papers : the keys to the colors 
F869-N-2008,F,Pescadero : a California coastal town 
E207-W-2005,E,John Haslet : a useful one 
E179-W-2007,E,Empire as a way of life : an essay on the causes and character of America's present predicament along with a few thoughts about an alternative 
E836-P-2007,E,Ike's final battle : the road to Little Rock and the challenge of equality 
F12-T-2001,F,River days : exploring the Connecticut River from source to sea 
F72-F-2011,F,A Cape Cod notebook 
F904-S-2007,F,Alaska travelers sketch book 
F914-F-2007,F,Cold starry night : an artist's memoir 
F914-H-2008,F,Moments rightly placed : an Aleutian memoir 
F262-M-2008,F,The Hatterasman 
F3451-D-2006,F,Markawasi : Peru's inexplicable stone forest 
F902-U-2007,F,The Alaska cruise handbook : a mile by mile guide 
F832-E-2007,F,Floating hogans in Monument Valley : remembering the first marina in Navajoland 
F788-L-2007,F,The last old-time ranger
E173-M-2008,E,Milestone documents in American history : exploring the primary sources that shaped America 
E173-M-2009,E,Milestone documents of American leaders : exploring the primary sources of notable Americans 
E99-T-2008,E,Edmund Pickens (Okchantubby) : first elected Chickasaw Chief
E842-B-2010,E,Me & Lee : how I came to know
F1778-T-2010,F,Travelers' tales of old Cuba 
F1776-G-2010,F,Cuba : a history 
F1052-L-2009,F,"Histoire du Québec. English+""A people's history of Quebec "
F1054-B-2009,F,Joseph-Elzéar Bernier
F72-H-2009,F,Nantucket : portrait of an American town 
E748-P-2008,E,Adam's Belle : a memoir of love without bounds 
F1234-A-2010,F,Revolutionary days : a chronological history of the Mexican Revolution 
F1210-V-2010,F,Magic made in Mexico 
F590-B-2010,F,Historic Route 66 : trivia
F128-A-2010,F,Lost lustre : a New York memoir 
E467-B-2009,E,Undaunted heart : the true story of a Southern belle & a Yankee general 
F264-A-2010,F,Chapel Hill in plain sight : notes from the other side of the track 
F106-W-2011,F,What's great about I-95 : Maine to Florida.
F72-F-2011,F,Cape Cod and the National Seashore : a photographic essay 
F217-S-2011,F,Hill of beans : coming of age in the last days of the Old South 
F128-C-2011,F,City secrets Manhattan : the essential insider's guide 
E169-S-2011,E,The long ride : the record-setting journey by horse across the American landscape 
E158-A-2011,E,American ways : a cultural guide to the United States 
E169-S-1999,E,Barbarians inside the gates--and other controversial essays 
E332-M-1991,E,Thomas Jefferson : passionate pilgrim : the presidency
E748-K-1991,E,For hell and a brown mule : the biography of Senator Millard E. Tydings 
E99-T-2012,E,Saint Kateri Tekakwitha : courageous faith 
E184-I-2006,E,The Irish face in America 
E188-M-2003,E,Growing up in a new world
E221-S-2004,E,Declaring freedom : a look at the Declaration of Independence
E103-W-2008,E,Before Columbus : early voyages to the Americas 
E876-B-2010,E,America in the 1980s 
E169-L-2010,E,America in the 1950s 
E174-M-1978,E,Dictionary of American history : with the complete text of the Constitution of the United States 
JV6455-A-1993,JV,American mosaic : the immigrant experience in the words of those who lived it 
E207-C-2004,E,Marquis de Lafayette : French hero of the American Revolution 
E280-L-2004,E,Nathan Hale : hero of the American Revolution 
E188-S-2004,E,Immigrants in colonial America 
E180-K-1993,E,Facts about the states 
E176-K-2009,E,Facts about the presidents : a compilation of biographical and historical information 
E162-E-1975,E,Home life in colonial days 
E641-S-2011,E,The Ideals guide to American Civil War places 
E156-H-2012,E,Little hands celebrate America : learning about the U.S.A.  throughcrafts & activities 
E175-S-1998,E,Games and strategies for teaching U.S. history 
E175-C-2002,E,American history jeopardy 
E178-C-2006,E,Short lessons in U.S. history : student book 
E184-L-2007,E,16 extraordinary Hispanic Americans 
E109-V-2003,E,They came before Columbus : the African presence in ancient America 
E184-D-2006,E,Funny in Farsi : a memoir of growing up Iranian in America 
F866-A-2003,F,The land of little rain 
E876-N-2003,E,What I saw at the revolution : a political life in the Reagan era 
E208-W-2003,E,The American Revolution : a history 
E608-B-2006,E,Wild Rose : Rose O'Neale Greenhow
E457-W-2006,E,The eloquent president : a portrait of Lincoln through his words 
E99-J-2006,E,Bloody Falls of the Coppermine : madness
E18-F-2005,E,The Americas : a hemispheric history 
E184-T-2006,E,Unto the sons 
F786-L-1987,F,I married a soldier 
F786-W-1988,F,Myth and the history of the Hispanic southwest : essays 
E99-W-1997,E,Wide ruins : memories from a Navajo trading post 
F394-M-2001,F,Crossing Guadalupe Street : growing up Hispanic and Protestant 
F805-J-2000,F,Romance of a little village girl 
E185-T-1997,E,Coretta Scott King : fighter for justice 
E169-S-1999,E,My kingdom is a horse : the really
F868-S-2001,F,One eternal winter : the story of what happened at Donner Pass
E118-T-2001,E,To America and around the world : the logs of Christopher Columbus and Ferdinand Magellan 
E840-A-2008,E,After the war : nation-building from FDR to George W. Bush 
E449-H-1995,E,Narrative of the life of Frederick Douglass
E178-H-1999,E,The United States : its past
F500-F-2014,F,Bonnet strings : an Amish woman's ties to two worlds 
E876-O-1994,E,Oliphant : the new world order in drawing and sculpture
E839-R-1990,E,Oliphant's presidents : twenty-five years of caricature 
E78-J-2004,E,Native tribes of the North and Northwest Coast 
E404-K-2007,E,The Mexican-American War 
E340-K-1974,E,John J. Crittenden ; the struggle for the Union 
F1464-L-1974,F,Guatemala
E175-V-2004,E,Uncovering our history : teaching with primary sources 
E464-A-2012,E,America's war : talking about the Civil War and emancipation on their 150th anniversaries 
E184-A-2012,E,Italians to America : lists of passengers arriving at U.S. ports
E457-A-2001,E,Abraham Lincoln : a constitutional biography 
E468-A-2005,E,When in the course of human events : arguing the case for southern secession 
F3429-P-2005,F,The Inca empire : the formation and disintegration of a pre-capitalist state 
E208-D-2007,E,The American Revolution 
E183-H-2007,E,Turkey
JC393-K-2003,JC,The just prince : a manual of leadership : including an authoritative English translation of the Sulwan al-Mutaʻ fi ʻUdwan al-Atba by Muhammad ibn Zafar al-Siqilli (consolation for the ruler during the hostility of subjects) 
JQ1758-D-1997,JQ,Citizenship and the state : a comparative study of citizenship legislation in Israel
F786-C-1986,F,Alias Billy the Kid : the man behind the legend 
E840-L-1997,E,Silvio : congressman for everyone : a biographical portrait of Silvio O. Conte 
F786-K-1998,F,Old Spanish Trail North Branch and its travelers 
F801-K-1998,F,Cowboy in the roundhouse : a political life 
F862-T-2001,F,The spell of California's Spanish colonial missions 
F801-S-2013,F,Red shirt : the life and times of Henry Lafayette Dodge 
E83-C-1997,E,Son of the morning star 
F1435-C-2012,F,Royal cities of the ancient Maya 
JF229-V-1998,JF,Constitutionalism and the separation of powers 
F526-S-2001,F,The Goodriches : an American family 
E312-M-2000,E,The life of George Washington 
E173-A-2002,E,The American Republic : primary sources 
E210-K-2003,E,Growth of the American Revolution
E173-A-2008,E,The American nation : primary sources 
E211-G-2010,E,Ursprung und die Grundsätze der Amerikanischen Revolution
F181-M-2003,F,Maryland lost and found-- again 
E185-B-1991,E,New Mexico's buffalo soldiers
F910-S-1990,F,Tracks across Alaska : a dog sled journey 
JX1977-M-1995,JX,United Nations : the first fifty years 
E210-C-1995,E,The long fuse : how England lost the American Colonies
E169-T-1997,E,Within the context of no context 
E842-L-2000,E,False witness : the real story of Jim Garrison's investigation and Oliver Stone's film JFK 
F104-D-2013,F,For Adam's sake : a family saga in colonial New England 
E806-K-2013,E,Fear itself : the New Deal and the origins of our time 
F128-M-1997,F,The beat generation in New York : a walking tour of Jack Kerouac's city 
JZ1480-P-2004,JZ,Superpatriotism 
JC599-W-2007,JC,Illusions of security : global surveillance and democracy in the post-9
F1256-M-2008,F,"EZLN. English+""The fire and the word : a history of the Zapatista movement "
F204-L-2011,F,The Black history of the White House 
F869-C-2012,F,San Francisco Chinatown : a guide to its history and its architecture 
E185-A-2012,E,I must resist : Bayard Rustin's life in letters 
E183-E-2010,E,Encyclopedia of U.S. political history.
JK554-B-2009,JK,The New York Times on the presidency
E839-H-2007,E,Historic documents of 2007 : includes cumulative index
E92-N-1999,E,A man of distinction among them : Alexander McKee and the country frontier
E184-T-2003,E,The language of blood : a memoir 
E748-S-2003,E,Hubert Humphrey : a biography 
F615-A-2007,F,Blueberry summers : growing up at the lake 
F1063-P-2008,F,The old way North : following the Oberholtzer-Magee expedition 
F614-S-2011,F,Shelter 
E99-R-2012,E,My mother is now Earth 
F788-B-2003,F,The Four Corners : timeless lands of the Southwest 
F869-B-2003,F,San Diego : jewel of the California coast 
F595-M-2004,F,Route 66 : the spirit of the mother road 
E83-B-2006,E,Indian yell : the heart of an American insurgency 
E332-B-1998,E,Thomas Jefferson
E184-R-2004,E,Challenge and change : history of the Jews in America : early settlement through Central European migration 
E77-R-.H25,E,Handbook of North American Indians 
E175-A-1990,E,The education of Henry Adams : an autobiography.
E302-B-1990,E,The life of John Marshall 
E340-C-1990,E,John C. Calhoun : American portrait 
E664-H-1990,E,The training of an American : the earlier life and letters of Walter H. Page
E856-W-1990,E,Nixon agonistes : the crisis of the self-made man 
F264-S-2002,F,A place at the table : the true story of two men
F286-H-1985,F,Stories of Georgia 
E757-A-2002,E,The bully pulpit : a Teddy Roosevelt book of quotations 
E468-S-2000,E,Rebels in blue : the story of Keith and Malinda Blalock 
E467-K-1999,E,Stonewall Jackson : a life portrait 
E457-W-2001,E,The young eagle : the rise of Abraham Lincoln 
E176-A-2002,E,America's First Ladies : their uncommon wisdom
F390-H-1999,F,The Alamo : an illustrated history 
E757-J-2002,E,Roosevelt the explorer : T.R.'s amazing adventures as a naturalist
F610-L-1990,F,The bear guardian : northwoods tales and meditations 
F614-M-1994,F,Beginning in Triumph 
F594-K-2002,F,When the heavens fell : the Youngers in Stillwater Prison 
F867-M-1973,F,Southern California: an island on the land.
E302-R-1982,E,The Real Benjamin Franklin.
E332-R-1983,E,The Real Thomas Jefferson.
E312-P-1990,E,The real George Washington.
E449-D-2010,E,Narrative of the life of Frederick Douglass
F912-J-1993,F,The last light breaking : living among Alaska's Inupiat Eskimos 
F882-M-2007,F,Mount Hood : portrait of a place 
F135-N-2007,F,New Jersey : portrait of a state.
E169-A-2007,E,America : portrait of a nation 
F882-S-2008,F,Oregon coast : portrait of a place 
F1089-U-1998,F,Journeys through the Inside Passage : seafaring adventures along the coast of British Columbia and Alaska 
F827-H-2008,F,Utah 
F158-G-2008,F,Philadelphia : portrait of a city 
F912-E-2009,F,Beyond road's end : living free in Alaska 
E160-M-2013,E,"Our national parks+""David Muench's national parks "
F387-P-2013,F,Texas : portrait of a state 
F912-P-1999,F,One man's wilderness : an Alaskan odyssey 
F909-A-1997,F,Two in the Far North 
F874-M-2013,F,Grant's getaways : 101 Oregon adventures 
F910-P-2008,F,Sarah Palin : faith
E901-A-2013,E,"Still dreaming. Spanish+""No he dejado de soñar : mi largo camino del barrio a los recintos del Capitolio "
F884-F-2008,F,Portland city walks : twenty explorations in and around town 
F1226-B-2008,F,Mexican mosaic : a brief history of Mexico 
F391-C-2001,F,Feeding the wolf : John B. Rayner and the politics of race
E184-A-2007,E,From the Golden Gate to the black forest : the odyssey of a new American in search of his parents' fate 
E129-R-2005,E,"True relation of the most prosperous voyage+""The voyage of Archangell : James Rosier's account of the Weymouth voyage of 1605"
F1044-C-2009,F,The land in between : the upper St. John Valley
E99-T-2012,E,Tecumseh & Brock : the War of 1812 
E404-L-2004,E,Echoes of the Mexican-American War 
E78-S-2004,E,Saskatchewan First Nations : lives past and present 
E78-M-2012,E,The identities of Marie Rose Delorme Smith : portrait of a Métis woman
F1012-W-2003,F,The longest road : stories along the Trans-Canada Highway 
F1079-S-2005,F,Historic walks of Calgary 
F786-H-2002,F,Immortal summer : a Victorian woman's travels in the Southwest : the 1897 letters & photographs of Amelia Hollenback 
E99-M-2003,E,The legacy of Maria Poveka Martinez 
F594-J-2005,F,"Pioneer photographer+""William Henry Jackson's ""The pioneer photographer"" "
F797-S-2006,F,A bridge to the past : the New Mexico State Monuments special anniversary edition 1931-2006  
E99-T-2008,E,Born of fire : the life and pottery of Margaret Tafoya 
F2230-M-2011,F,Folk art of the Andes 
F801-P-2012,F,J. Paul Taylor : the man from Mesilla 
F804-S-2013,F,If there's squash bugs in heaven
JK1759-T-2003,JK,The story of the Pledge of Allegiance 
E312-R-2009,E,"Life of George Washington+""The life of Washington "
E382-J-2011,E,Life and public services of Gen. Andrew Jackson
F384-S-2000,F,Backroads of Texas 
E468-W-1996,E,What they didn't teach you about the Civil War 
E745-A-2003,E,Terrible Terry Allen : combat general of World War II : the life of an American soldier 
E184-P-2010,E,A sense of duty : our journey from Vietnam to America 
E123-E-1992,E,Columbus & Cortez
E179-D-2005,E,America's lost dream 
E159-A-2001,E,America's historic sites 
E176-U-1997,E,U.S. government leaders 
E841-S-1999,E,The sixties in America 
JN216-D-2006,JN,Whigs and Whiggism : political writings by Benjamin Disraeli
F1788-F-2005,F,Fidel : Hollywood's favorite tyrant 
E887-T-2004,E,Madame Hillary : the dark road to the White House 
E840-S-2004,E,Rumsfeld's war : the untold story of America's anti-terrorist commander 
E840-A-2001,E,In the arena : a memoir of the 20th century 
E302-S-2003,E,Franklin : the essential founding father 
E185-T-2003,E,Shakedown : exposing the real Jesse Jackson 
E840-A-2004,E,A time for reflection : an autobiography 
E887-O-2001,E,Hell to pay : the unfolding story of Hillary Rodham Clinton 
E169-V-1998,E,America's 30 years war : who is winning? 
E887-V-1998,E,Hell to pay : the unfolding story of Hillary Rodham Clinton 
E840-Z-1999,E,Gore : a political life 
E312-C-1995,E,All cloudless glory : the life of George Washington 
E886-O-1994,E,On the make : the rise of Bill Clinton 
E743-C-2001,E,Witness 
F257-L-1984,F,Blackbeard the pirate : a reappraisal of his life and times 
F106-R-1993,F,Blackbeard and other pirates of the Atlantic coast 
F252-B-1995,F,Touring the backroads of North Carolina's upper coast 
E655-J-1997,E,Civil War blunders 
E263-B-1999,E,Touring South Carolina's Revolutionary War sites 
E169-H-1999,E,States of mind : a search for Faith
E263-B-1998,E,Touring North Carolina's Revolutionary War sites 
F264-S-2000,F,A walk through Old Salem 
E467-J-2001,E,In the footsteps of Robert E. Lee 
F255-M-2001,F,North Carolina's state historic sites 
F449-S-2001,F,Romantic Kentucky : more than 300 things to do for southern lovers 
F284-A-1999,F,Romantic Georgia : more than 300 things to do for southern lovers 
F434-T-2002,F,Romantic Tennessee : more than 300 things to do for southern lovers 
F224-S-2003,F,Romantic Virginia : more than 300 things to do for southern lovers 
E445-P-2002,E,Prayin' to be set free : personal accounts of slavery in Mississippi 
F262-M-2003,F,The natural traveler along North Carolina's coast 
F252-S-2003,F,North Carolina weekends 
E445-I-2003,E,I was born in slavery : personal accounts of slavery in Texas 
E445-W-2004,E,Weren't no good times : personal accounts of slavery in Alabama 
F1524-R-2008,F,The jaguar smile : a Nicaraguan journey 
E417-B-2009,E,Polk : the man who transformed the presidency and America 
E184-K-2009,E,Strength in what remains 
E184-M-2010,E,Honeymoon in Tehran : two years of love and danger in Iran 
E903-W-2008,E,The Bush tragedy 
F804-A-2008,F,A buffalo in the house : the extraordinary story of Charlie and his family 
E340-H-2011,E,Henry Clay : the essential American 
E711-M-2013,E,The President and the assassin : Mckinley
E842-A-2013,E,Once upon a secret : my affair with President John F. Kennedy and its aftermath 
E175-A-2013,E,"Correspondence+""The letters of Arthur Schlesinger"
E841-S-2013,E,To move the world : JFK's quest for peace 
F309-B-1999,F,Beyond the theme parks : exploring central Florida 
F1654-J-2008,F,Bahamian memories : island voices of the twentieth century 
E814-S-1997,E,Truman and the Democratic Party 
E341-S-2003,E,1816 : America rising 
F1488-M-1995,F,Revolution in El Salvador : from civil strife to civil peace 
F1508-S-1994,F,The United States
F1219-A-1997,F,Ancient civilizations of the New World 
F596-W-1995,F,Pioneer children on the journey West 
E78-S-1997,E,Native Americans of the Southwest : the serious traveler's introduction to people and places 
E468-W-1998,E,Reluctant witnesses : children's voices from the Civil War 
E467-A-2004,E,"Works. Selections. 2004+""Jefferson Davis : the essential writings "
E125-F-2008,E,Amerigo : the man who gave his name to America 
E743-M-2004,E,Reds : McCarthyism in twentieth-century America 
E785-M-2009,E,The Teapot Dome Scandal : how big oil bought the Harding White House and tried to steal the country 
E748-W-2006,E,Kingfish : the reign of Huey P. Long 
F128-N-2006,F,New York diaries
E169-L-2007,E,American vertigo : traveling America in the footsteps of Tocqueville 
E183-M-2005,E,Reagan and Gorbachev : how the Cold War ended 
E807-P-2009,E,Franklin and Lucy : Mrs. Rutherfurd and the other remarkable women in Roosevelt's life 
E185-B-1996,E,The young Paul Robeson : on my journey now 
E185-M-1998,E,The last crusade : Martin Luther King
F1414-S-1999,F,Modern Latin American revolutions 
F1210-M-2003,F,The Mexicans : a sense of culture 
F3100-O-2007,F,Politics in Chile : socialism
F1203-M-2010,F,Mexican history : a primary source reader 
F1410-S-2007,F,Latin American political history : patterns and personalities 
F1526-W-2011,F,Nicaragua : living in the shadow of the eagle 
F1465-M-2008,F,Rigoberta Menchú and the story of all poor Guatemalans 
F1408-L-2009,F,Keen's Latin American civilization : history and society
E840-W-2014,E,Shirley Chisholm : catalyst for change
E449-R-2014,E,Betsy Mix Cowles : champion of equality 
E876-W-2004,E,Ronald Reagan : the power of conviction and the success of his presidency 
F1230-P-2000,F,"History of the conquest of Mexico+""History of the conquest of Mexico ; & History of the conquest of Peru "
E745-C-2000,E,General of the Army : George C. Marshall
E415-F-2001,E,Memoirs of my life 
E748-H-2002,E,Adam Clayton Powell
F317-M-2002,F,Killer 'cane : the deadly hurricane of 1928 
F2517-K-2003,F,Why is this country dancing? : a one-man samba to the beat of Brazil 
E169-S-2004,E,1929
E179-W-2003,E,Written with lead : America's most famous and notorious gunfights from the Revolutionary War to today 
E185-F-1996,E,Facts on File encyclopedia of Black women in America 
E184-A-2002,E,Atlas of Asian-American history 
F1435-F-2002,F,Handbook to life in the Ancient Maya world : Lynn V. Foster.
JK1021-D-2007,JK,Encyclopedia of the United States Congress 
F1219-A-2006,F,Handbook to life in the Aztec world 
E179-N-2007,E,Atlas of American history 
E221-L-1995,E,"Biographical sketches of the signers of the Declaration of American Independence+""Lives of the signers of the Declaration of Independence : a reprint of the 1848 original."""
E221-G-1997,E,Wives of the Signers : the women behind the Declaration of Independence 
F1095-W-1996,F,Gold rush : north to Alaska and the Klondike 
E457-M-2009,E,President Lincoln : the duty of a statesman 
E842-P-2003,E,Case closed : Lee Harvey Oswald and the assassination of JFK 
E61-M-2005,E,1491 : new revelations of the Americas before Columbus 
E312-E-2004,E,His Excellency : George Washington 
F869-R-2003,F,Blues city : a walk in Oakland 
F548-K-2004,F,Never a city so real : a walk in Chicago 
F884-P-2003,F,Fugitives & refugees : a walk in Portland
F106-M-2004,F,Off-season : discovering America on winter's shore 
F869-B-2007,F,A piece of cake : a memoir 
E806-P-2004,E,FDR's folly : how Roosevelt and his New Deal prolonged the Great Depression 
F1411-T-2011,F,The golden empire : Spain
E382-M-2008,E,American lion : Andrew Jackson in the White House 
E840-A-2008,E,Faith of my fathers 
F548-A-2013,F,Brothers Emanuel : a memoir 
E757-M-2010,E,The rise of Theodore Roosevelt 
E276-B-2006,E,Revolutionary mothers : women in the struggle for America's independence 
E840-D-2007,E,Soldier : the life of Colin Powell 
F1788-S-2008,F,The boys from Dolores : Fidel Castro's schoolmates from revolution to exile 
E865-S-2012,E,Mad as hell : the crisis of the 1970s and the rise of the populist Right 
F592-S-2007,F,Lewis and Clark through Indian eyes 
E840-S-2005,E,Eugene McCarthy : and the rise and fall of postwar American liberalism 
E179-N-2009,E,Habits of empire : a history of American expansion 
F205-G-2005,F,Migrations of the heart : an autobiography 
F2676-G-2005,F,At the tomb of the inflatable pig : travels through Paraguay 
F1124-G-2006,F,Theatre of fish : travels through Newfoundland and Labrador 
E332-K-2008,E,Mr. Jefferson's women 
E183-P-2008,E,Sword of the spirit
E865-W-2007,E,31 days : Gerald Ford
