child,parent,description
PR9639-L-1991,PR,Living in the Maniototo 
PR6056-S-1980,PR,Scented gardens for the blind : a novel 
PR9639-T-2009,PR,Towards another summer 
PR1309-N-1992,PR,The New treasury of great racing stories 
FICFra-N-1992,FIC,Memories are made of this 
PS3606-T-2013,PS,Three good things 
PT2666-R-2013,PT,"Rücken an Rücken. English+""Back to back "
PT2666-M-2013,PT,"Mittagsfrau. English+""The blindness of the heart "
PS3556-F-2012,PS,Folly Beach 
PS3556-F-2008,PS,Full of grace 
PS3556-I-2005,PS,Isle of Palms : a lowcountry tale 
PS3556-L-2009,PS,The land of mango sunsets 
PS3556-L-2013,PS,The last original wife 
PS3556-L-2013,PS,Lowcountry summer 
PS3556-P-2006,PS,Pawleys Island : a Lowcountry tale 
PS3556-P-2004,PS,Plantation : a Lowcountry tale 
PS3556-P-2012,PS,Porch lights 
PS3556-R-2010,PS,Return to Sullivans Island 
PS3556-S-2006,PS,Shem Creek : a Lowcountry tale 
PS3556-S-2004,PS,Sullivan's Island : a Lowcountry tale 
PS3556-T-2007,PS,Trudy Hopedale 
PS3606-I-2010,PS,In envy country : stories 
PS3556-L-2013,PS,Laws of migration 
PS3556-E-2012,PS,Enchantment : new and selected stories 
PS3556-H-2010,PS,Heidegger's glasses : a novel 
PS3606-S-2012,PS,Skinnydipping : a novel 
FICFra-S-2012,FIC,The atlas of love 
PS3556-G-2005,PS,The girlfriend curse 
PS3606-E-2006,PS,Early girls : a novel in stories 
PR9619-M-2007,PR,My brilliant career 
FICFor-M-2007,FIC,The weight of stones 
PS3556-T-2013,PS,The tilted world 
PS3606-L-2013,PS,The lost saints of Tennessee 
PQ8098-D-2011,PQ,"Desierto. English+""The absent sea "
PS3556-S-2001,PS,Strong motion : a novel 
FICFra-S-2001,FIC,The Lumby lines 
PS3606-L-2010,PS,Lumby on the air 
PS3606-L-2008,PS,Lumby's bounty 
PR9639-W-1999,PR,Where we once belonged 
PR9199-G-2002,PR,Grand Avenue 
PR9199-M-2006,PR,Mad River Road 
PR9199-P-2005,PR,Puppet 
PR9199-S-2012,PR,Shadow Creek : a novel 
FICFie-S-2012,FIC,Bliss 
PS3556-A-2012,PS,The age of desire : a novel 
PR6056-L-2007,PR,Light 
PR9639-T-2003,PR,They who do not grieve 
PS3606-P-2009,PS,The promise of Lumby 
PR6056-P-2009,PR,Flash for freedom! 
PR6056-P-2009,PR,Flashman : from the Flashman papers 1839-1842 
PR6056-F-1987,PR,Flashman and the dragon 
PR6056-F-1990,PR,Flashman and the mountain of light : from the Flashman papers
FICFra-F-1990,FIC,Flashman and the redskins 
FICFra-F-1990,FIC,Flashman at the charge 
PR6056-F-1989,PR,Flashman in the Great Game : from the Flashman papers
PR6056-A-2010,PR,"Novels. Selections+""Flashman ; Flash for freedom! ; Flashman in the great game "
PR6056-F-1988,PR,Flashman's lady 
PR6056-R-1988,PR,Royal Flash : from the Flashman papers
PR6056-C-2009,PR,The complete McAuslan 
PR9199-P-2004,PR,Peggy of the Cove : a legend brought to reality 
PS3556-L-1994,PS,The lonely crossing of Juan Cabrera 
PR6056-H-2000,PR,Headlong : a novel 
PR6056-S-2012,PR,Skios : a novel 
PR6056-T-2002,PR,The trick of it 
PS3606-K-2013,PS,The king of good intentions 
FICGoo-K-2013,FIC,The empty cradle 
PS3557-B-2004,PS,Breaking her fall 
PQ6657-E-2010,PQ,"Escala de los mapas. English+""The scale of maps "
PS3513-A-2009,PS,"Short stories+""The collected stories of Caroline Gordon "
PS3557-L-2010,PS,Lord of misrule 
PS3557-S-1993,PS,She drove without stopping 
PS3513-W-2003,PS,The Willowdale handcar
PG3463-A-1988,PG,"Short stories. English+""The collected short stories of Maxim Gorky "
PS3607-Q-2012,PS,The queen's vow : a novel of Isabella of Castile 
PS3607-T-2013,PS,The Tudor conspiracy 
PG1038-I-2007,PG,"I drugi istorii. English+""And other stories "
PG1038-E-2005,PG,"Estestven roman. English+""Natural novel "
PS3607-G-2013,PS,The great divide : a novel 
PS3607-P-2012,PS,Perfect on paper 
FICGot-P-2012,FIC,"Hasamiuchi. English+""Shot by both sides : a novel "
PR6013-B-1975,PR,The bird in the tree 
PR6013-B-1975,PR,Green Dolphin Street 
PR6013-I-2000,PR,Island magic 
PS3607-O-2012,PS,Coldwater 
PQ2707-H-2012,PQ,"Homme qui voulait etre heureux. English+""The man who wanted to be happy "
PR9199-M-2008,PR,Mister Sandman : a novel 
PR9199-R-2004,PR,The romantic : a novel 
PR9199-W-1998,PR,The white bone : a novel 
PR6107-W-2007,PR,When to walk 
PS3513-H-1999,PS,The house of breath 
PQ6613-R-2007,PQ,"Reivindicación del conde don Julián. English+""Count Julian "
PQ6613-E-2011,PQ,"Exiliado de aquí y allá. English+""Exiled from almost everywhere : (the posthumous life of the monster of Le Sentier) : a novel "
PQ6613-J-2009,PQ,"Juan sin tierra. English+""Juan the landless "
PQ6613-M-2008,PQ,"Makbara. English+""Makbara "
PS3606-A-2013,PS,The affair 
PS3606-C-2014,PS,The consequences 
PS3556-A-2009,PS,All that I have : a novel 
PS3511-S-2003,PS,The search for Joyful 
PS3606-D-2010,PS,A disobedient girl : a novel 
PS3606-O-2013,PS,On Sal Mal Lane : a novel 
PS3606-O-2006,PS,Omnibo 
PG3480-T-2013,PG,"Temnai͡a storona. English+""The stranger's shadow "
PS3606-N-2012,PS,Olympic affair : a novel of Hitler's siren and America's hero 
PS3606-W-2008,PS,Winged creatures 
PS3556-B-1995,PS,Billy 
PR6106-O-2013,PR,Oh dear Silvia : a novel 
PR9639-P-1995,PR,Potiki 
FICGra-P-1995,FIC,Bedeviled : a Dark Breed novel 
PQ2613-E-2004,PQ,"Eaux étroites. English+""The narrow waters "
PR9619-D-2010,PR,The dressmaker : a novel 
PR6057-D-1981,PR,Down to a sunless sea 
PS558-L-2006,PS,Lone Star literature : from the Red River to the Rio Grande 
PS3557-U-2013,PS,The unseen 
PR6057-G-2007,PR,Gone with the Windsors : a novel 
PR6057-I-2009,PR,The importance of being Kennedy : a novel 
PS3557-W-2005,PS,Waiting for Elvis : stories 
PS3573-B-1999,PS,Bridger's run 
PS3607-B-2006,PS,Brides and sinners in El Chuco : short stories 
PS3607-N-2011,PS,Nahoonkara : a novel 
PS3607-A-2007,PS,Across a hundred mountains : a novel 
PS3607-D-2009,PS,Dancing with butterflies : a novel 
PQ6657-A-2007,PQ,"Aires difíciles. English+""The wind from the east : a novel "
PR6107-C-2008,PR,Captain Wentworth's diary 
PR6107-C-2009,PR,Colonel Brandon's diary 
PR6107-D-2012,PR,Dear Mr. Darcy : a retelling of Pride and prejudice 
PR6107-H-2011,PR,Henry Tilney's diary 
PR6107-D-2007,PR,"Darcy's diary+""Mr. Darcy's diary "
PR6107-M-2007,PR,Mr. Knightley's diary 
PQ2667-E-2006,PQ,"Empire des loups. English+""Empire of the wolves : a novel "
PR6107-V-2011,PR,The vanishing of Katharina Linden : a novel 
PQ6613-S-1999,PQ,"Saga de los Marx. English+""The Marx family saga "
FICGra-S-1999,FIC,The passion of Alice 
PT2613-I-2004,PT,"Im Krebsgang. English+""Crabwalk "
PT2613-F-1989,PT,"Butt. English+""The flounder "
PS3556-I-2006,PS,In the name of friendship 
PS3556-L-2009,PS,The love children 
PS3556-W-2009,PS,The women's room 
PR6056-K-2006,PR,Killing me softly 
PS3606-A-2006,PS,After the rice 
PS3606-F-2007,PS,Full of it 
PS3606-D-2007,PS,The dissident : [a novel] 
PS3606-N-2013,PS,The newlyweds : a novel 
PS3556-P-2013,PS,The protégé : a novel 
FICFre-P-2013,FIC,Shadow account : a novel 
FICFri-P-2013,FIC,The garden angel 
PS3606-S-2010,PS,Secret keepers 
PS3556-A-2000,PS,"Short stories. Selections+""The collected short fiction of Bruce Jay Friedman."""
PS3556-L-2007,PS,A little bit ruined : a novel 
PS3556-S-2005,PS,Side effects : a New Orleans love story 
PS3606-W-2011,PS,Wings : a novel of World War II flygirls 
PT2611-A-2011,PT,"Antwort aus der Stille. English+""An answer from the silence : a story from the mountains "
PT2611-M-1982,PT,"Mein Name sei Gantenbein. English+""Gantenbein : a novel "
PT2611-S-1994,PT,"Stiller. English+""I'm not Stiller "
PT2611-M-2007,PT,"Mensch erscheint im Holozän. English+""Man in the holocene : a story "
PS3556-A-2013,PS,As cool as I am 
PS3556-H-2001,PS,How all this started 
PR6106-G-2013,PR,A game of battleships 
PR6056-R-2003,PR,Revenge : a novel 
PQ7297-A-2012,PQ,"Adán en Edén. English+""Adam in Eden "
PQ7297-C-2005,PQ,"Crist́bal Nonato. English+""Christopher unborn "
PQ7297-M-2009,PQ,"Muerte de Artemio Cruz. English+""The death of Artemio Cruz "
PQ7297-F-2006,PQ,"Familia lejana. English+""Distant relations "
PQ7297-B-1987,PQ,"Buenas conciencias. English+""The good conscience "
PQ7297-I-2003,PQ,"Instinto de Inez. English+""Inez "
PQ7297-G-2007,PQ,"Gringo viejo. English+""The old gringo "
PQ7297-T-2003,PQ,"Terra nostra. English+""Terra nostra "
PQ7297-V-2012,PQ,"Vlad. English+""Vlad "
F1788-F-2010,F,"Autobiografía de Fidel Castro. English+""The autobiography of Fidel Castro "
PR9369-T-2006,PR,Tsotsi 
PR9369-S-2007,PR,Skinner's drift : a novel 
PS3606-S-2008,PS,Sweetsmoke : a novel 
PS3511-L-1984,PS,The loon feather 
PS3556-A-2008,PS,Abbeville 
FICFul-A-2008,FIC,John's book 
PS3607-T-2010,PS,Try to remember 
PS3607-M-2008,PS,The man in the woods 
PS3557-L-2011,PS,Lucy : a novel 
PS3607-M-2013,PS,The miniature wife and other stories 
PQ8498-C-2007,PQ,"Corrido de Dante. English+""Dante's ballad "
PG7158-K-2005,PG,"Kosmos. English+""Cosmos "
PS3607-G-2009,PS,Golondrina
PS3557-Q-1998,PS,The Quixote cult 
PS3563-D-1997,PS,Dew on the thorn 
PS3563-A-2000,PS,The woman who lost her soul : and other stories 
PS3607-A-2013,PS,Angel falls 
PS3557-C-2003,PS,Crossing vines : a novel 
FICGon-C-2003,FIC,My lost Cuba : a novel 
FICGoo-C-2003,FIC,The Wells 
PS3607-S-2011,PS,"Short stories. Selections+""Selected shorts and other methods of time travel "
PG7158-F-2000,PG,"Ferdydurke. English+""Ferdydurke "
PR6107-F-2013,PR,"Nutmeg+""From the kitchen of half truth : a novel "
PS3513-M-1998,PS,The moon in the gutter 
PS3557-C-2011,PS,The cookbook collector : a novel 
PS3557-I-2007,PS,Intuition : a novel 
PG7158-T-1994,PG,"Trans-Atlantyk. English+""Trans-Atlantyk "
PS3607-T-2011,PS,Tracks : a novel in stories 
PS3557-T-2012,PS,Twelfth and race 
PS3607-S-2013,PS,The sunshine when she's gone : a novel 
PS3607-A-2013,PS,Austensibly ordinary 
PS3607-A-2012,PS,Austentatious 
PQ7798-K-2010,PQ,"Kamchatka. English+""Kamchatka "
PR6106-S-2013,PR,"Shock of the Fall+""Where the moon isn't : a novel "
PQ7797-O-2009,PQ,Op Oloop 
PR6106-H-2013,PR,The house of journalists 
PS3556-P-2013,PS,"Short stories. Selections+""The proper words for sin "
PS3556-C-2006,PS,Company man 
PS3556-K-2007,PS,Killer instinct 
PS3556-N-2008,PS,The nightingales of Troy : stories of one family's century 
PS3556-G-2007,PS,Gone and back again 
FICPen-G-2007,FIC,The PEN
PR6116-G-2009,PR,The girl from Junchow 
PR6116-J-2010,PR,The jewel of St. Petersburg 
PR6116-R-2008,PR,The red scarf  
PS3556-D-2002,PS,Dark star : a novel 
PS3556-S-2002,PS,The spies of Warsaw : a novel 
PR6106-M-2010,PR,The mechanical copula 
PT8951-M-2001,PT,Maya 
FICGAA-M-2001,FIC,The orange girl 
PS3607-C-2009,PS,The Confederate general rides north : a novel 
PR9199-A-2008,PR,The almost Archer sisters 
PS3557-A-2003,PS,Agapē agape 
PS3557-C-1999,PS,Carpenter's gothic 
PS3557-F-1995,PS,A frolic of his own : a novel 
PT8951-C-2011,PT,The castle in the Pyrenees 
FICGaf-C-2011,FIC,Premeditated murder 
PS3557-G-2009,PS,The goodbye summer 
PS3557-M-2008,PS,Mad dash : a novel 
PS3557-R-2012,PS,The recognitions 
PS3557-S-2004,PS,The saving graces 
PS3607-O-2012,PS,Other waters 
PQ3919-J-2006,PQ,"Je m'appelle Bosnia. English+""My name is Bosnia "
PS3557-F-2009,PS,The folded world : a novel 
PS648-S-2010,PS,Stories : all-new tales 
PS3557-I-1992,PS,In my father's house 
PS3557-L-2007,PS,A lesson before dying 
PS3557-O-1994,PS,Of love and dust 
PS3557-V-2006,PS,Veronica 
PQ6655-M-2008,PQ,"Mula. English+""The mule "
PS3557-O-2006,PS,One tribe : a novel 
PS3607-C-2010,PS,Cars from a marriage 
PS3607-F-2009,PS,Fear and yoga in New Jersey 
PS3607-R-2007,PS,Rattled : [a novel] 
PS3557-T-2001,PS,A tenured professor : a novel 
PS3607-A-2009,PS,Atmospheric disturbances 
PR6107-B-2010,PR,Brothers in arms 
PR6107-R-2009,PR,Rules of war 
PS3513-A-2005,PS,Miss Lulu Bett and stories 
PQ8520-L-1992,PQ,"Libro de los abrazos. English+""The book of embraces "
PR9369-G-2004,PR,The good doctor 
PR9369-I-2004,PR,The impostor 
PR9369-I-2004,PR,In a strange room : three journeys 
PR9369-Q-2005,PR,The quarry 
PS3607-L-2012,PS,The lord god bird : a novel 
PR6107-B-2010,PR,Bestseller 
FICGal-B-2010,FIC,The small miracle 
PS3607-A-2006,PS,As simple as snow 
PR6057-F-1995,PR,Foreign parts 
FICGal-F-1995,FIC,One man's fire : a Ralph Compton novel 
PQ9697-P-1993,PQ,"Parque industrial. English+""Parque industrial : romance proletario = Industrial park : a proletarian novel "
FICGam-P-1993,FIC,"Necropolis. English+""Necropolis "
PQ8097-M-2000,PQ,"Martín Rivas. English+""Martín Rivas "
PS3557-A-2008,PS,As a friend 
PS3607-L-2008,PS,Lulu meets God and doubts him : [a novel] 
PS3607-S-2011,PS,The summer we read Gatsby : a novel 
PS3557-A-2013,PS,As sweet as honey : a novel 
PS3557-I-2013,PS,Inheritance 
PS3557-J-2001,PS,The journey 
PS3607-L-2008,PS,Love marriage : a novel 
PL2965-Y-2010,PL,"Ying ge li shi. English+""English "
PS3607-O-2005,PS,Our Napoleon in rags : a novel 
PS3557-E-2010,PS,Extra Indians 
PS3557-M-2005,PS,Mending skins 
PS3557-Z-1996,PS,Zip six : a novel 
PS3607-F-2009,PS,Forever waiting : Colette's appeal 
PQ2613-S-2013,PQ,"St-Boniface et ses Juifs. English+""Welcome to the free zone "
PQ8180-O-2006,PQ,"Oto~no del patriarca. English+""The autumn of the patriarch "
PQ8180-G-2004,PQ,"General en su laberinto. English+""The general in his labyrinth : a novel "
PQ8180-A-2005,PQ,Innocent Erendira and other stories 
PQ8180-M-2006,PQ,"Memoria de mis putas tristes. English+""Memories of my melancholy whores "
PQ8180-A-2005,PQ,"Coronel no tiene quien le escriba. English+""No one writes to the colonel and other stories "
PQ7383-C-2003,PQ,Cubanisimo! : the Vintage Book of contemporary Cuban literature 
PS3557-H-2008,PS,A handbook to luck : a novel 
PS3557-K-2013,PS,King of Cuba : a novel 
PS3557-L-2010,PS,The lady matador's hotel : a novel 
PS3557-M-2004,PS,Monkey hunting 
PQ8180-M-1991,PQ,"Mala hora. English+""In evil hour "
PS3557-T-2001,PS,"Temple of gold+""William Goldman's The temple of gold."""
PS3607-N-2005,PS,The number we end up with : a novel 
PS3557-O-2008,PS,Open doors 
PS3557-D-2005,PS,Dumping Billy 
PS3557-F-2008,PS,The First Wives Club 
PS3607-A-2004,PS,All that matters 
FICGol-A-2004,FIC,This is rage : a novel of Silicon Valley and other madness 
PS3557-E-2010,PS,Exit Blue 
PS3557-U-2011,PS,The uncertain places 
PS3607-S-2012,PS,The singles : a novel 
FICGol-S-2012,FIC,Errors and omissions : a novel 
PR6107-A-2013,PR,All in scarlet uniform 
PS3557-T-2009,PS,The things we do to make it home 
PS3607-C-2005,PS,Coal camp justice : two wrongs make a right 
PQ2707-M-2010,PQ,"Meilleure part des hommes. English+""Hate : a romance "
PR6057-F-2003,PR,Faith Fox 
PR6057-G-2010,PR,God on the rocks 
PR6057-L-2013,PR,Last friends 
PR6057-O-2006,PR,Old filth 
PR6057-Q-2007,PR,The queen of the tambourine 
PR6057-F-2011,PR,James Bond. For special services 
PS3557-F-2007,PS,Freddy's book 
PR6057-J-2013,PR,James Bond : brokenclaw 
PR6057-L-2011,PR,James Bond. License renewed 
PR6057-R-2011,PR,James Bond. Role of honor 
PR6057-J-2013,PR,James Bond : win
PS3557-M-2008,PS,Mickelsson's ghosts 
PS3557-N-2007,PS,Nickel mountain : a pastoral novel 
PR6057-N-2012,PR,James Bond. No deals
PR6057-N-1986,PR,Nobody lives forever 
PS3557-O-2005,PS,October light 
PR6057-S-2012,PR,James Bond. Scorpius 
PS3557-S-2006,PS,The sunlight dialogues 
PS3557-F-1996,PS,Fat city 
PS3607-T-2012,PS,Too bright to hear too loud to see 
PR6057-B-1998,PR,The beach 
PR6057-C-2005,PR,The coma 
PS1732-M-1996,PS,Main-travelled roads 
PR9619-S-2010,PR,The spare room : a novel 
PR6107-I-2009,PR,The ingenious Edgar Jones : a novel 
PR9199-S-2011,PR,The silence on the shore 
PR9199-S-2009,PR,Storm below 
PS3557-L-2009,PS,Laelia : a novel 
PQ7297-R-1969,PQ,"Recuerdos del porvenir. English+""Recollections of things to come : (los recuerdos del porvenir) "
PS3607-O-2010,PS,On Maggie's watch 
PR4710-A-2010,PR,Cousin Phillis and other stories 
PR4710-L-2003,PR,Lois the witch 
PR4710-T-2008,PR,Tales of mystery and the macabre 
PS3607-G-2008,PS,Good luck 
PS3607-M-2007,PS,Mommy tracked 
PS3607-S-2005,PS,She
PS3607-T-2006,PS,Testing Kate 
PS3607-W-2010,PS,When you least expect it : a novel 
PS3557-M-2013,PS,Middle C 
PS3557-G-2013,PS,Grace 
PS3557-H-2010,PS,The hungry season 
PS3557-N-2011,PS,Nearer than the sky 
PS3557-T-2011,PS,This glittering world 
PS3557-T-2009,PS,Two rivers 
PS3557-U-2010,PS,Undressing the moon 
PS3557-C-2005,PS,The confessions of Max Tivoli 
PZ4-P-2002,PZ,The path of minor planets 
PS3607-A-2006,PS,Artificial light 
PS3607-F-2010,PS,The failure 
FICGra-F-2010,FIC,"Mein Jahrhundert. English+""My century "
PT2613-R-1989,PT,"Rättin. English+""The rat "
PT2613-B-2010,PT,"Blechtrommel. English+""The tin drum "
PT2613-B-2010,PT,"Weites Feld. English+""Too far afield "
PS3557-H-1996,PS,The house on Coliseum Street 
PS3557-E-2013,PS,The end of the point : a novel 
PS3557-H-2000,PS,The honey thief 
PS3557-A-1996,PS,"Works. Selections. 1996+""A John Graves reader."""
PR6013-C-1989,PR,Claudius the god and his wife Messalina 
PR6057-P-2001,PR,Poor things : episodes from the early life of Archibald McCandless M.D.
PR6107-Y-2008,PR,The yoga teacher 
PS3607-A-2009,PS,Am
PS3607-T-2012,PS,Threats 
PR6057-E-2012,PR,Eighteen Couper Street 
PS3557-S-2013,PS,Seven deadlies : a cautionary tale 
PS3557-S-2006,PS,The starter wife 
PS3607-U-2007,PS,The ultimatum 
PS3607-D-2009,PS,The divine farce 
PS3607-L-2008,PS,The love song of monkey : a novel 
PS3607-V-2008,PS,Voices in a mask : stories 
PS3557-R-2010,PS,Ravens 
PR6013-B-2009,PR,Back 
PR6013-B-2001,PR,Blindness 
PR6013-C-2000,PR,Concluding 
PR6013-D-2001,PR,Doting 
PS3607-P-2012,PS,Peach 
PR6107-T-2012,PR,Time's arrow 
PS3557-I-2012,PS,I never promised you a rose garden : a novel 
PS3557-I-2009,PS,Iron Man : Femmes fatales 
PS3607-B-2011,PS,Bloodroot : a novel 
PR6013-B-2004,PR,Brighton rock 
PS3557-I-1984,PS,In this sign 
PR6013-T-2005,PR,"This gun for hire+""A gun for sale : an entertainment "
PR6013-H-2008,PR,The honorary consul 
PR6013-M-2005,PR,The ministry of fear : an entertainment 
PR6013-H-2008,PR,The human factor 
PR6013-M-2008,PR,Monsignor Quixote 
PR6013-A-2008,PR,"Portable Graham Greene+""The portable Graham Greene "
PR6013-T-1999,PR,The third man 
PZ7-O-2013,PZ,Ostrich : a novel 
PR6107-V-2013,PR,The Vintage Teacup Club : a novel 
PR6057-C-2009,PR,"Coco and Igor+""Coco Chanel & Igor Stravinsky "
PS3557-T-2005,PS,Thunder at dawn 
PR6107-A-2011,PR,The angel makers 
PS3557-S-2009,PS,Spoon 
PR6107-G-2009,PR,A girl's guide to modern European philosophy : a novel 
PQ2707-C-2012,PQ,"Confident. English+""The confidant "
PS3607-S-2013,PS,The slippage : a novel 
PR9199-S-2012,PR,Shelter : a novel 
PS3607-A-2011,PS,As if a bird flew by me : a novel 
PS3607-T-2011,PS,A theory of great men 
PS3607-B-2014,PS,The bird skinner 
PS3557-A-2012,PS,The angry Buddhist 
PS3607-W-2006,PS,White ghost girls 
PS3557-B-2012,PS,Breathing water 
PS3557-E-2012,PS,Empire and honor 
PS3557-G-1986,PS,The generals 
PS3557-A-2001,PS,"Works. Selections. 2001+""Brotherhood of war : three complete novels "
PS3557-D-2009,PS,Death and honor 
PS3557-H-1994,PS,Honor bound 
PS3557-H-2011,PS,The honor of spies 
PS3557-H-2008,PS,The hunters 
PS3557-I-1999,PS,In danger's path 
PS3557-L-2012,PS,The lieutenants 
FICGri-L-2012,FIC,Line of fire 
PR9619-I-2003,PR,The idea of perfection 
FICGre-I-2003,FIC,The lieutenant 
PR9619-L-1994,PR,Lilian's story 
PS3513-N-2010,PS,Nightmare alley 
PS3607-U-2013,PS,Unforgivable 
PS3557-A-1989,PS,The aviators 
PS3557-A-,PS,Battleground 
PS3557-B-1985,PS,The berets 
PS3557-B-2010,PS,Black ops 
PS3557-C-1987,PS,Call to arms 
PS3557-C-1982,PS,The captains 
PS3557-C-1993,PS,Close combat 
PS3557-C-1983,PS,The colonels 
PS3557-C-1983,PS,Counterattack 
PR9619-D-2012,PR,Dark places 
PS3607-P-2012,PS,Profound river 
PS3607-L-2011,PS,The line 
PL2690-E-2004,PL,"San guo zhi yan yi. English+""Three kingdoms. Part one : a historical novel"
PQ4817-M-1977,PQ,Mondo piccolo
PS3557-M-1977,PS,Special ops 
PS3557-U-2003,PS,Under fire 
PS3557-V-2012,PS,Victory and honor 
PS3557-T-2011,PS,Trophy : a novel 
PS3557-H-2013,PS,Hild 
PR6107-S-2005,PR,Stump 
PS3513-I-2003,PS,Imperium in imperio 
PQ2635-A-1965,PQ,"Works. Selections. English+""Two novels "
PS3557-F-2004,PS,Foul matter 
PT1731-E-1993,PT,"Simplicissimus. English+""The adventures of Simplicius Simplicissimus "
FICGri-E-1993,FIC,The last banquet 
PS3557-H-2011,PS,Hear no evil 
PS3557-K-2011,PS,A king's ransom 
PS3557-L-2012,PS,Last call 
FICGri-L-2012,FIC,Lying with strangers 
PS3557-B-2003,PS,Bleachers 
PS3557-C-2012,PS,Calico Joe 
PS3557-P-2007,PS,Playing for pizza 
PS3557-S-2001,PS,Skipping Christmas 
PS3607-E-2013,PS,The explanation for everything : a novel 
PS3607-F-2010,PS,A friend of the family 
PS3607-A-2012,PS,Arcadia 
PS3607-M-2008,PS,The monsters of Templeton 
PS3557-F-2012,PS,Forrest Gump : a novel 
PS3557-G-1996,PS,Gump & Co. 
PS3557-O-2011,PS,The orphan sister : a novel 
PS3557-W-2013,PS,When she was gone 
PS3607-S-2012,PS,Sad desk salad 
PQ4907-I-2013,PQ,"Incanto. English+""Enchantment "
PS3557-R-2010,PS,Radiant daughter : a novel 
PG3476-V-2009,PG,"Vse techet. English+""Everything flows "
PS3607-B-2013,PS,Bogotá : a novel 
PS3607-D-2010,PS,The dance boots 
PR6060-H-2009,PR,The heart of the family 
PS3607-W-2012,PS,Wunderkind : a novel 
PS3607-N-2007,PS,Night of the jaguar 
PS3557-M-1983,PS,The majors 
PS3557-N-1988,PS,The new breed 
PS3557-S-2007,PS,The saboteurs 
PS3557-S-1986,PS,Semper fi 
PS3557-S-2009,PS,The shooters 
PS3607-A-2011,PS,Ape house : a novel 
PS3607-F-2007,PS,Flying changes 
PS3607-R-2007,PS,Riding lessons 
PS3607-T-2010,PS,There's cake in my future 
PS3607-T-2006,PS,A total waste of makeup 
PG5039-D-2000,PG,"Dotazník. English+""The questionnaire "
PS3607-D-2007,PS,The dream life of Sukhanov 
PS3557-O-1982,PS,Ordinary people 
PS3607-C-2005,PS,Cast of shadows 
PQ2667-T-2002,PQ,"Théorème du perroquet. English+""The parrot's theorem "
PQ8098-R-2011,PQ,"Resto es silencio. English+""The rest is silence "
PS3607-C-2005,PS,Cottonwood saints : a novel 
PQ6707-T-2012,PQ,"Todos se van. English+""Everyone leaves "
PS3557-A-2006,PS,The autobiography of Santa Claus 
PS3557-C-2008,PS,The Christmas chronicles 
PS3557-G-2006,PS,The great Santa search 
PS3557-H-2005,PS,How Mrs. Claus saved Christmas 
PS3607-B-2005,PS,Brain work : stories 
PS3607-B-2013,PS,By way of water 
PS3607-M-2012,PS,Monday mornings 
PR9499-M-1993,PR,Memories of rain 
PR9499-S-2011,PR,So good in black 
TR655-U-2006,TR,A family named Spot : photographs 
PS3557-L-2013,PS,"Novellas. Selections+""Local souls : novellas "
PS3557-A-2000,PS,White people 
PT9876-A-1986,PT,"Berättelser om lyckliga människor. English+""Stories of happy people "
PS3557-A-1986,PS,Five fortunes : a novel 
PS3557-G-2009,PS,Good-bye and amen 
PS3557-G-2013,PS,Gossip 
PS3557-N-1996,PS,The new girls 
PS3607-G-2013,PS,The gravity of birds 
PS3607-Q-2010,PS,The queen of Palmyra : [a novel] 
PS3607-L-2009,PS,Local knowledge 
PS3607-P-2013,PS,A place for us 
PS3607-S-2011,PS,So near 
FICHak-S-2011,FIC,Flesh 
PS3558-E-2009,PS,The enthusiast : a novel 
PT5838-O-2012,PT,"Oeroeg. English+""The black lake "
PR9348-G-2011,PR,The Granta book of the African short story 
PR9387-M-2007,PR,Measuring time : a novel 
PR9387-W-2004,PR,Waiting for an angel 
PR9440-M-2008,PR,The match 
PR9440-R-1996,PR,Reef 
PS3557-R-1996,PS,Rain 
PR9199-P-1989,PR,The prowler : a novel 
PL2860-A-2009,PL,"Short stories. Selections. English+""Running mother and other stories "
PR9450-C-2009,PR,A concise Chinese-English dictionary for lovers : a noevl 
PR9450-T-2009,PR,Twenty fragments of a ravenous youth 
PS3557-S-1996,PS,Saying grace : a novel 
PS3557-E-2003,PS,East of the mountains 
PS3557-E-2012,PS,Ed King : a novel 
PS3557-O-2008,PS,The other 
PS3557-O-2004,PS,Our Lady of the Forest 
PS3607-G-2009,PS,Gone to the dogs 
PS3513-B-2012,PS,The big It and other stories 
PS3557-J-2008,PS,Jake fades : a novel of impermanence 
PS3557-B-2001,PS,Bird at my window 
PS3557-M-2001,PS,My love
PS3558-D-1993,PS,Deception 
PG5040-S-2005,PG,"Sniper. English+""Sniper "
PG5039-O-2008,PG,"O rodičích a dětech. English+""Of kids & parents : [a novel] "
PS3608-A-2009,PS,The actor and the housewife : a novel 
PS3608-E-2012,PS,The evolution of Bruno Littlemore 
PN4874-A-2004,PN,Old friends : a collection 
PT8950-V-2005,PT,"Victoria. English+""Victoria "
PT8950-S-2003,PT,"Siste glæde. English+""The last joy "
PS3558-G-2012,PS,Gone : a novel 
PS3608-D-2012,PS,Dancing on broken glass : a novel 
PS3608-T-2012,PS,"Tideline+""Kept in the dark "
PS3558-M-2005,PS,Mortal love 
PS3608-S-2013,PS,The stench of Honolulu : a tropical adventure 
PS3608-D-2012,PS,Daughters for a time 
PT2668-A-1990,PT,"Abwesenheit. English+""Absence "
PT2668-C-1986,PT,"Chinese des Schmerzes. English+""Across "
PT2668-B-2007,PT,Bildverlust
